instance pattern_n pattern_d target_n target_d
all-meshes-CVIU11-pattern5-target145 82 0.144535 948 0.0111478
all-meshes-CVIU11-pattern5-target146 82 0.144535 1428 0.0055993
all-meshes-CVIU11-pattern5-target147 82 0.144535 1654 0.00581845
all-meshes-CVIU11-pattern5-target148 82 0.144535 2409 0.0037784
all-meshes-CVIU11-pattern5-target149 82 0.144535 1439 0.00762487
all-meshes-CVIU11-pattern5-target15 82 0.144535 1756 0.00455516
all-meshes-CVIU11-pattern5-target150 82 0.144535 4080 0.00214525
all-meshes-CVIU11-pattern5-target151 82 0.144535 886 0.00919769
all-meshes-CVIU11-pattern5-target152 82 0.144535 4080 0.00214525
all-meshes-CVIU11-pattern5-target153 82 0.144535 262 0.0262935
all-meshes-CVIU11-pattern5-target154 82 0.144535 1361 0.00548688
all-meshes-CVIU11-pattern5-target155 82 0.144535 2361 0.00441891
all-meshes-CVIU11-pattern5-target156 82 0.144535 3457 0.00192527
all-meshes-CVIU11-pattern5-target157 82 0.144535 1704 0.00592782
all-meshes-CVIU11-pattern5-target158 82 0.144535 3944 0.00205296
all-meshes-CVIU11-pattern5-target159 82 0.144535 228 0.0358992
all-meshes-CVIU11-pattern5-target16 82 0.144535 1721 0.00465184
all-meshes-CVIU11-pattern5-target160 82 0.144535 1160 0.00833209
all-meshes-CVIU11-pattern5-target161 82 0.144535 1763 0.00342454
all-meshes-CVIU11-pattern5-target162 82 0.144535 2720 0.00378843
all-meshes-CVIU11-pattern5-target163 82 0.144535 1971 0.00563037
all-meshes-CVIU11-pattern5-target164 82 0.144535 2249 0.00428067
all-meshes-CVIU11-pattern5-target165 82 0.144535 548 0.0118363
all-meshes-CVIU11-pattern5-target166 82 0.144535 201 0.0448259
all-meshes-CVIU11-pattern5-target167 82 0.144535 2715 0.00313958
all-meshes-CVIU11-pattern5-target168 82 0.144535 1341 0.00470244
all-meshes-CVIU11-pattern5-target169 82 0.144535 3717 0.00230446
all-meshes-CVIU11-pattern5-target17 82 0.144535 1678 0.00477113
all-meshes-CVIU11-pattern5-target170 82 0.144535 938 0.00769821
all-meshes-CVIU11-pattern5-target171 82 0.144535 975 0.00691202
all-meshes-CVIU11-pattern5-target172 82 0.144535 878 0.00800773
all-meshes-CVIU11-pattern5-target173 82 0.144535 1149 0.00865015
all-meshes-CVIU11-pattern5-target174 82 0.144535 788 0.00900741
all-meshes-CVIU11-pattern5-target175 82 0.144535 286 0.0307447
all-meshes-CVIU11-pattern5-target176 82 0.144535 244 0.0353167
all-meshes-CVIU11-pattern5-target177 82 0.144535 733 0.0116931
all-meshes-CVIU11-pattern5-target178 82 0.144535 945 0.00700386
all-meshes-CVIU11-pattern5-target179 82 0.144535 394 0.0259232
all-meshes-CVIU11-pattern5-target18 82 0.144535 1700 0.00470381
all-meshes-CVIU11-pattern5-target180 82 0.144535 1007 0.00942705
all-meshes-CVIU11-pattern5-target181 82 0.144535 530 0.020209
all-meshes-CVIU11-pattern5-target182 82 0.144535 1072 0.00789296
all-meshes-CVIU11-pattern5-target184 82 0.144535 521 0.0147128
all-meshes-CVIU11-pattern5-target185 82 0.144535 4382 0.002622
all-meshes-CVIU11-pattern5-target186 82 0.144535 5189 0.00211489
all-meshes-CVIU11-pattern5-target187 82 0.144535 4034 0.00173703
all-meshes-CVIU11-pattern5-target188 82 0.144535 1827 0.00564431
all-meshes-CVIU11-pattern5-target189 82 0.144535 2632 0.00313309
all-meshes-CVIU11-pattern5-target19 82 0.144535 1654 0.00485212
all-meshes-CVIU11-pattern5-target190 82 0.144535 870 0.00758436
all-meshes-CVIU11-pattern5-target191 82 0.144535 4882 0.00183281
all-meshes-CVIU11-pattern5-target192 82 0.144535 1562 0.00537017
all-meshes-CVIU11-pattern5-target193 82 0.144535 2478 0.00299218
all-meshes-CVIU11-pattern5-target194 82 0.144535 1730 0.00653323
all-meshes-CVIU11-pattern5-target195 82 0.144535 2964 0.00269245
all-meshes-CVIU11-pattern5-target196 82 0.144535 396 0.0287943
all-meshes-CVIU11-pattern5-target197 82 0.144535 1040 0.00753868
all-meshes-CVIU11-pattern5-target198 82 0.144535 374 0.0188814
all-meshes-CVIU11-pattern5-target199 82 0.144535 528 0.0200032
all-meshes-CVIU11-pattern5-target2 82 0.144535 4992 0.00196066
all-meshes-CVIU11-pattern5-target20 82 0.144535 1830 0.00438652
all-meshes-CVIU11-pattern5-target200 82 0.144535 716 0.0112552
all-meshes-CVIU11-pattern5-target201 82 0.144535 2911 0.00329359
all-meshes-CVIU11-pattern5-target202 82 0.144535 1071 0.00784314
all-meshes-CVIU11-pattern5-target203 82 0.144535 1955 0.00372297
all-meshes-CVIU11-pattern5-target204 82 0.144535 3774 0.00200277
all-meshes-CVIU11-pattern5-target205 82 0.144535 963 0.00761869
all-meshes-CVIU11-pattern5-target206 82 0.144535 5357 0.00119329
all-meshes-CVIU11-pattern5-target207 82 0.144535 580 0.0194449
all-meshes-CVIU11-pattern5-target208 82 0.144535 2624 0.00435814
all-meshes-CVIU11-pattern5-target209 82 0.144535 1941 0.00583343
all-meshes-CVIU11-pattern5-target21 82 0.144535 1520 0.00533852
all-meshes-CVIU11-pattern5-target210 82 0.144535 1853 0.0057778
all-meshes-CVIU11-pattern5-target211 82 0.144535 935 0.0124701
all-meshes-CVIU11-pattern5-target212 82 0.144535 1697 0.00688854
all-meshes-CVIU11-pattern5-target213 82 0.144535 409 0.0251091
all-meshes-CVIU11-pattern5-target214 82 0.144535 233 0.0442134
all-meshes-CVIU11-pattern5-target215 82 0.144535 2156 0.00408335
all-meshes-CVIU11-pattern5-target216 82 0.144535 716 0.0153963
all-meshes-CVIU11-pattern5-target217 82 0.144535 2359 0.0042603
all-meshes-CVIU11-pattern5-target218 82 0.144535 2200 0.00415106
all-meshes-CVIU11-pattern5-target219 82 0.144535 4184 0.00281539
all-meshes-CVIU11-pattern5-target22 82 0.144535 1890 0.00425129
all-meshes-CVIU11-pattern5-target220 82 0.144535 300 0.0329097
all-meshes-CVIU11-pattern5-target221 82 0.144535 1776 0.00644398
all-meshes-CVIU11-pattern5-target222 82 0.144535 933 0.00854919
all-meshes-CVIU11-pattern5-target223 82 0.144535 2431 0.00426555
all-meshes-CVIU11-pattern5-target224 82 0.144535 1136 0.00853912
all-meshes-CVIU11-pattern5-target225 82 0.144535 3303 0.00223445
all-meshes-CVIU11-pattern5-target226 82 0.144535 254 0.0295353
all-meshes-CVIU11-pattern5-target227 82 0.144535 3018 0.002839
all-meshes-CVIU11-pattern5-target228 82 0.144535 4233 0.00191124
all-meshes-CVIU11-pattern5-target229 82 0.144535 600 0.00881469
all-meshes-CVIU11-pattern5-target23 82 0.144535 1737 0.004601
all-meshes-CVIU11-pattern5-target230 82 0.144535 2285 0.00333363
all-meshes-CVIU11-pattern5-target231 82 0.144535 3831 0.00304742
all-meshes-CVIU11-pattern5-target232 82 0.144535 1148 0.00981959
all-meshes-CVIU11-pattern5-target233 82 0.144535 1213 0.00843584
all-meshes-CVIU11-pattern5-target234 82 0.144535 448 0.0168684
all-meshes-CVIU11-pattern5-target235 82 0.144535 1033 0.00612538
all-meshes-CVIU11-pattern5-target237 82 0.144535 664 0.0129977
all-meshes-CVIU11-pattern5-target238 82 0.144535 3259 0.0032129
all-meshes-CVIU11-pattern5-target24 82 0.144535 1791 0.00447489
all-meshes-CVIU11-pattern5-target240 82 0.144535 369 0.0202663
all-meshes-CVIU11-pattern5-target241 82 0.144535 2801 0.00292268
all-meshes-CVIU11-pattern5-target242 82 0.144535 3195 0.00369648
all-meshes-CVIU11-pattern5-target243 82 0.144535 2551 0.00461334
all-meshes-CVIU11-pattern5-target244 82 0.144535 2108 0.00349697
all-meshes-CVIU11-pattern5-target245 82 0.144535 838 0.00917871
all-meshes-CVIU11-pattern5-target246 82 0.144535 1726 0.00509245
all-meshes-CVIU11-pattern5-target247 82 0.144535 666 0.0134435
all-meshes-CVIU11-pattern5-target248 82 0.144535 1247 0.00704999
all-meshes-CVIU11-pattern5-target249 82 0.144535 1073 0.005251
all-meshes-CVIU11-pattern5-target25 82 0.144535 1709 0.00468864
all-meshes-CVIU11-pattern5-target250 82 0.144535 529 0.0170634
all-meshes-CVIU11-pattern5-target251 82 0.144535 416 0.0249421
all-meshes-CVIU11-pattern5-target252 82 0.144535 2475 0.0035534
all-meshes-CVIU11-pattern5-target253 82 0.144535 1726 0.00509245
all-meshes-CVIU11-pattern5-target254 82 0.144535 478 0.00984185
all-meshes-CVIU11-pattern5-target255 82 0.144535 4102 0.00157446
all-meshes-CVIU11-pattern5-target256 82 0.144535 5229 0.00204754
all-meshes-CVIU11-pattern5-target257 82 0.144535 561 0.0118729
all-meshes-CVIU11-pattern5-target258 82 0.144535 403 0.0257151
all-meshes-CVIU11-pattern5-target26 82 0.144535 1860 0.00431322
all-meshes-CVIU11-pattern5-target260 82 0.144535 358 0.0188724
all-meshes-CVIU11-pattern5-target261 82 0.144535 2194 0.00428603
all-meshes-CVIU11-pattern5-target262 82 0.144535 2024 0.00545554
all-meshes-CVIU11-pattern5-target263 82 0.144535 885 0.0121354
all-meshes-CVIU11-pattern5-target264 82 0.144535 2179 0.00494283
all-meshes-CVIU11-pattern5-target265 82 0.144535 643 0.0126694
all-meshes-CVIU11-pattern5-target266 82 0.144535 908 0.00840501
all-meshes-CVIU11-pattern5-target267 82 0.144535 2604 0.00380661
all-meshes-CVIU11-pattern5-target268 82 0.144535 3686 0.00268146
all-meshes-CVIU11-pattern5-target269 82 0.144535 1686 0.00335456
all-meshes-CVIU11-pattern5-target27 82 0.144535 1742 0.00459572
all-meshes-CVIU11-pattern5-target270 82 0.144535 1547 0.00487276
all-meshes-CVIU11-pattern5-target271 82 0.144535 425 0.0146948
all-meshes-CVIU11-pattern5-target272 82 0.144535 611 0.014848
all-meshes-CVIU11-pattern5-target273 82 0.144535 5295 0.00177099
all-meshes-CVIU11-pattern5-target275 82 0.144535 560 0.00940455
all-meshes-CVIU11-pattern5-target278 82 0.144535 364 0.0141677
all-meshes-CVIU11-pattern5-target279 82 0.144535 600 0.00856984
all-meshes-CVIU11-pattern5-target28 82 0.144535 1740 0.00461423
all-meshes-CVIU11-pattern5-target280 82 0.144535 3181 0.00343253
all-meshes-CVIU11-pattern5-target281 82 0.144535 3323 0.00327149
all-meshes-CVIU11-pattern5-target282 82 0.144535 1816 0.0036644
all-meshes-CVIU11-pattern5-target283 82 0.144535 4142 0.00227017
all-meshes-CVIU11-pattern5-target284 82 0.144535 1694 0.00560053
all-meshes-CVIU11-pattern5-target285 82 0.144535 3683 0.00248215
all-meshes-CVIU11-pattern5-target286 82 0.144535 640 0.0126516
all-meshes-CVIU11-pattern5-target287 82 0.144535 1439 0.00553139
all-meshes-CVIU11-pattern5-target288 82 0.144535 1623 0.00704652
all-meshes-CVIU11-pattern5-target289 82 0.144535 285 0.0277984
all-meshes-CVIU11-pattern5-target29 82 0.144535 2071 0.00389972
all-meshes-CVIU11-pattern5-target290 82 0.144535 262 0.0337223
all-meshes-CVIU11-pattern5-target291 82 0.144535 3682 0.00291306
all-meshes-CVIU11-pattern5-target292 82 0.144535 1558 0.00410585
all-meshes-CVIU11-pattern5-target293 82 0.144535 383 0.0155428
all-meshes-CVIU11-pattern5-target294 82 0.144535 1929 0.0059084
all-meshes-CVIU11-pattern5-target295 82 0.144535 1434 0.00775601
all-meshes-CVIU11-pattern5-target296 82 0.144535 421 0.0197602
all-meshes-CVIU11-pattern5-target297 82 0.144535 1945 0.00410729
all-meshes-CVIU11-pattern5-target298 82 0.144535 995 0.011488
all-meshes-CVIU11-pattern5-target299 82 0.144535 208 0.023783
all-meshes-CVIU11-pattern5-target3 82 0.144535 400 0.0259774
all-meshes-CVIU11-pattern5-target30 82 0.144535 1809 0.0044046
all-meshes-CVIU11-pattern5-target300 82 0.144535 1387 0.00311489
all-meshes-CVIU11-pattern5-target303 82 0.144535 2040 0.00426103
all-meshes-CVIU11-pattern5-target304 82 0.144535 855 0.00557678
all-meshes-CVIU11-pattern5-target305 82 0.144535 844 0.00903735
all-meshes-CVIU11-pattern5-target306 82 0.144535 5254 0.00206013
all-meshes-CVIU11-pattern5-target307 82 0.144535 618 0.0100392
all-meshes-CVIU11-pattern5-target308 82 0.144535 5168 0.00229075
all-meshes-CVIU11-pattern5-target309 82 0.144535 1578 0.00509302
all-meshes-CVIU11-pattern5-target31 82 0.144535 1491 0.00543845
all-meshes-CVIU11-pattern5-target310 82 0.144535 1380 0.0039884
all-meshes-CVIU11-pattern5-target311 82 0.144535 4127 0.00283592
all-meshes-CVIU11-pattern5-target312 82 0.144535 418 0.0246348
all-meshes-CVIU11-pattern5-target313 82 0.144535 2559 0.00387936
all-meshes-CVIU11-pattern5-target314 82 0.144535 5183 0.00188865
all-meshes-CVIU11-pattern5-target315 82 0.144535 415 0.0175659
all-meshes-CVIU11-pattern5-target316 82 0.144535 1022 0.00855038
all-meshes-CVIU11-pattern5-target317 82 0.144535 485 0.0172191
all-meshes-CVIU11-pattern5-target318 82 0.144535 4127 0.00283592
all-meshes-CVIU11-pattern5-target319 82 0.144535 411 0.0203549
all-meshes-CVIU11-pattern5-target32 82 0.144535 1383 0.00589021
all-meshes-CVIU11-pattern5-target320 82 0.144535 625 0.0134513
all-meshes-CVIU11-pattern5-target321 82 0.144535 1809 0.00378271
all-meshes-CVIU11-pattern5-target322 82 0.144535 4985 0.00153969
all-meshes-CVIU11-pattern5-target323 82 0.144535 980 0.0119551
all-meshes-CVIU11-pattern5-target324 82 0.144535 847 0.013428
all-meshes-CVIU11-pattern5-target325 82 0.144535 284 0.0396904
all-meshes-CVIU11-pattern5-target326 82 0.144535 1888 0.00611622
all-meshes-CVIU11-pattern5-target327 82 0.144535 2328 0.00281176
all-meshes-CVIU11-pattern5-target328 82 0.144535 1974 0.00601689
all-meshes-CVIU11-pattern5-target329 82 0.144535 1588 0.00747176
all-meshes-CVIU11-pattern5-target33 82 0.144535 1467 0.0065302
all-meshes-CVIU11-pattern5-target330 82 0.144535 642 0.0152458
all-meshes-CVIU11-pattern5-target331 82 0.144535 5485 0.0019558
all-meshes-CVIU11-pattern5-target332 82 0.144535 1273 0.00462435
all-meshes-CVIU11-pattern5-target333 82 0.144535 2087 0.00468361
all-meshes-CVIU11-pattern5-target334 82 0.144535 1088 0.00917765
all-meshes-CVIU11-pattern5-target335 82 0.144535 884 0.00973389
all-meshes-CVIU11-pattern5-target336 82 0.144535 631 0.013277
all-meshes-CVIU11-pattern5-target337 82 0.144535 687 0.00989217
all-meshes-CVIU11-pattern5-target338 82 0.144535 279 0.0222274
all-meshes-CVIU11-pattern5-target339 82 0.144535 369 0.0250236
all-meshes-CVIU11-pattern5-target34 82 0.144535 2948 0.00338108
all-meshes-CVIU11-pattern5-target340 82 0.144535 1666 0.00523957
all-meshes-CVIU11-pattern5-target341 82 0.144535 527 0.0156204
all-meshes-CVIU11-pattern5-target342 82 0.144535 1221 0.00872303
all-meshes-CVIU11-pattern5-target343 82 0.144535 3824 0.00279072
all-meshes-CVIU11-pattern5-target344 82 0.144535 577 0.0191424
all-meshes-CVIU11-pattern5-target345 82 0.144535 678 0.0135205
all-meshes-CVIU11-pattern5-target346 82 0.144535 583 0.0164041
all-meshes-CVIU11-pattern5-target347 82 0.144535 241 0.0261757
all-meshes-CVIU11-pattern5-target348 82 0.144535 896 0.010612
all-meshes-CVIU11-pattern5-target349 82 0.144535 759 0.00531876
all-meshes-CVIU11-pattern5-target35 82 0.144535 808 0.0101678
all-meshes-CVIU11-pattern5-target350 82 0.144535 1470 0.0054607
all-meshes-CVIU11-pattern5-target351 82 0.144535 297 0.0247293
all-meshes-CVIU11-pattern5-target352 82 0.144535 961 0.0118605
all-meshes-CVIU11-pattern5-target353 82 0.144535 3436 0.00323266
all-meshes-CVIU11-pattern5-target354 82 0.144535 843 0.00680186
all-meshes-CVIU11-pattern5-target356 82 0.144535 216 0.0217054
all-meshes-CVIU11-pattern5-target357 82 0.144535 411 0.0251973
all-meshes-CVIU11-pattern5-target358 82 0.144535 950 0.00840109
all-meshes-CVIU11-pattern5-target359 82 0.144535 736 0.0110655
all-meshes-CVIU11-pattern5-target36 82 0.144535 3278 0.00329976
all-meshes-CVIU11-pattern5-target360 82 0.144535 3302 0.00176956
all-meshes-CVIU11-pattern5-target361 82 0.144535 2048 0.00345733
all-meshes-CVIU11-pattern5-target362 82 0.144535 764 0.00777792
all-meshes-CVIU11-pattern5-target363 82 0.144535 244 0.0249275
all-meshes-CVIU11-pattern5-target364 82 0.144535 1123 0.00497458
all-meshes-CVIU11-pattern5-target365 82 0.144535 935 0.00861111
all-meshes-CVIU11-pattern5-target366 82 0.144535 3674 0.00201266
all-meshes-CVIU11-pattern5-target367 82 0.144535 1222 0.0068965
all-meshes-CVIU11-pattern5-target368 82 0.144535 2288 0.00255702
all-meshes-CVIU11-pattern5-target369 82 0.144535 2768 0.00275752
all-meshes-CVIU11-pattern5-target37 82 0.144535 415 0.022618
all-meshes-CVIU11-pattern5-target370 82 0.144535 2980 0.00238538
all-meshes-CVIU11-pattern5-target378 82 0.144535 2929 0.00159816
all-meshes-CVIU11-pattern5-target379 82 0.144535 1482 0.00469373
all-meshes-CVIU11-pattern5-target38 82 0.144535 2908 0.00176612
all-meshes-CVIU11-pattern5-target380 82 0.144535 2122 0.00247647
all-meshes-CVIU11-pattern5-target381 82 0.144535 611 0.0129752
all-meshes-CVIU11-pattern5-target382 82 0.144535 5297 0.00120629
all-meshes-CVIU11-pattern5-target383 82 0.144535 1111 0.00887927
all-meshes-CVIU11-pattern5-target384 82 0.144535 2085 0.0045674
all-meshes-CVIU11-pattern5-target385 82 0.144535 3567 0.00239514
all-meshes-CVIU11-pattern5-target386 82 0.144535 378 0.0194097
all-meshes-CVIU11-pattern5-target387 82 0.144535 1258 0.00690821
all-meshes-CVIU11-pattern5-target388 82 0.144535 3297 0.00234197
all-meshes-CVIU11-pattern5-target389 82 0.144535 3611 0.00171406
all-meshes-CVIU11-pattern5-target39 82 0.144535 209 0.0377714
all-meshes-CVIU11-pattern5-target390 82 0.144535 3131 0.00291938
all-meshes-CVIU11-pattern5-target391 82 0.144535 5873 0.00124444
all-meshes-CVIU11-pattern5-target392 82 0.144535 388 0.0212179
all-meshes-CVIU11-pattern5-target393 82 0.144535 1165 0.00694512
all-meshes-CVIU11-pattern5-target394 82 0.144535 840 0.0101283
all-meshes-CVIU11-pattern5-target395 82 0.144535 3136 0.00230182
all-meshes-CVIU11-pattern5-target396 82 0.144535 808 0.0102476
all-meshes-CVIU11-pattern5-target397 82 0.144535 2968 0.00262637
all-meshes-CVIU11-pattern5-target398 82 0.144535 5142 0.00171583
all-meshes-CVIU11-pattern5-target399 82 0.144535 1412 0.00658424
all-meshes-CVIU11-pattern5-target4 82 0.144535 519 0.0164037
all-meshes-CVIU11-pattern5-target40 82 0.144535 782 0.0146543
all-meshes-CVIU11-pattern5-target400 82 0.144535 1409 0.00571105
all-meshes-CVIU11-pattern5-target401 82 0.144535 2955 0.00275104
all-meshes-CVIU11-pattern5-target402 82 0.144535 343 0.021738
all-meshes-CVIU11-pattern5-target403 82 0.144535 1131 0.00670876
all-meshes-CVIU11-pattern5-target404 82 0.144535 1511 0.00603171
all-meshes-CVIU11-pattern5-target405 82 0.144535 2976 0.00349304
all-meshes-CVIU11-pattern5-target406 82 0.144535 1029 0.00840036
all-meshes-CVIU11-pattern5-target407 82 0.144535 321 0.0286799
all-meshes-CVIU11-pattern5-target408 82 0.144535 352 0.0234881
all-meshes-CVIU11-pattern5-target409 82 0.144535 375 0.0286774
all-meshes-CVIU11-pattern5-target41 82 0.144535 2125 0.00552697
all-meshes-CVIU11-pattern5-target410 82 0.144535 358 0.0217048
all-meshes-CVIU11-pattern5-target411 82 0.144535 1194 0.00800173
all-meshes-CVIU11-pattern5-target412 82 0.144535 245 0.0354299
all-meshes-CVIU11-pattern5-target413 82 0.144535 261 0.0250221
all-meshes-CVIU11-pattern5-target414 82 0.144535 435 0.024122
all-meshes-CVIU11-pattern5-target415 82 0.144535 1488 0.00692109
all-meshes-CVIU11-pattern5-target416 82 0.144535 326 0.029731
all-meshes-CVIU11-pattern5-target417 82 0.144535 330 0.0283504
all-meshes-CVIU11-pattern5-target418 82 0.144535 530 0.0188822
all-meshes-CVIU11-pattern5-target419 82 0.144535 720 0.0124672
all-meshes-CVIU11-pattern5-target42 82 0.144535 1824 0.00507586
all-meshes-CVIU11-pattern5-target420 82 0.144535 3761 0.00312544
all-meshes-CVIU11-pattern5-target421 82 0.144535 884 0.0107229
all-meshes-CVIU11-pattern5-target422 82 0.144535 1100 0.0101034
all-meshes-CVIU11-pattern5-target423 82 0.144535 871 0.0115312
all-meshes-CVIU11-pattern5-target424 82 0.144535 2229 0.00391767
all-meshes-CVIU11-pattern5-target425 82 0.144535 599 0.0148464
all-meshes-CVIU11-pattern5-target427 82 0.144535 1037 0.00962645
all-meshes-CVIU11-pattern5-target428 82 0.144535 3956 0.00231101
all-meshes-CVIU11-pattern5-target429 82 0.144535 514 0.0185299
all-meshes-CVIU11-pattern5-target43 82 0.144535 3841 0.00253474
all-meshes-CVIU11-pattern5-target430 82 0.144535 3222 0.0030551
all-meshes-CVIU11-pattern5-target431 82 0.144535 3671 0.00200704
all-meshes-CVIU11-pattern5-target432 82 0.144535 1089 0.00643298
all-meshes-CVIU11-pattern5-target433 82 0.144535 2098 0.00344539
all-meshes-CVIU11-pattern5-target434 82 0.144535 3773 0.00244678
all-meshes-CVIU11-pattern5-target435 82 0.144535 1974 0.00363314
all-meshes-CVIU11-pattern5-target436 82 0.144535 2589 0.00388011
all-meshes-CVIU11-pattern5-target437 82 0.144535 241 0.03074
all-meshes-CVIU11-pattern5-target438 82 0.144535 3222 0.00306974
all-meshes-CVIU11-pattern5-target439 82 0.144535 1939 0.00366227
all-meshes-CVIU11-pattern5-target44 82 0.144535 2445 0.00213402
all-meshes-CVIU11-pattern5-target440 82 0.144535 987 0.00978851
all-meshes-CVIU11-pattern5-target441 82 0.144535 2727 0.00300923
all-meshes-CVIU11-pattern5-target442 82 0.144535 1691 0.00502556
all-meshes-CVIU11-pattern5-target443 82 0.144535 2440 0.00251648
all-meshes-CVIU11-pattern5-target444 82 0.144535 2963 0.0037954
all-meshes-CVIU11-pattern5-target446 82 0.144535 2077 0.00523812
all-meshes-CVIU11-pattern5-target447 82 0.144535 3497 0.00303922
all-meshes-CVIU11-pattern5-target448 82 0.144535 2605 0.0035743
all-meshes-CVIU11-pattern5-target449 82 0.144535 2917 0.00343265
all-meshes-CVIU11-pattern5-target45 82 0.144535 1395 0.00699259
all-meshes-CVIU11-pattern5-target450 82 0.144535 2766 0.00266397
all-meshes-CVIU11-pattern5-target451 82 0.144535 1827 0.00468871
all-meshes-CVIU11-pattern5-target452 82 0.144535 5025 0.00178304
all-meshes-CVIU11-pattern5-target453 82 0.144535 2378 0.00423635
all-meshes-CVIU11-pattern5-target454 82 0.144535 4087 0.00177215
all-meshes-CVIU11-pattern5-target455 82 0.144535 1534 0.00614129
all-meshes-CVIU11-pattern5-target456 82 0.144535 5345 0.000879298
all-meshes-CVIU11-pattern5-target457 82 0.144535 1347 0.00678852
all-meshes-CVIU11-pattern5-target458 82 0.144535 2188 0.00382642
all-meshes-CVIU11-pattern5-target459 82 0.144535 3916 0.00249179
all-meshes-CVIU11-pattern5-target46 82 0.144535 869 0.00921394
all-meshes-CVIU11-pattern5-target460 82 0.144535 1461 0.00784882
all-meshes-CVIU11-pattern5-target461 82 0.144535 5613 0.00155415
all-meshes-CVIU11-pattern5-target462 82 0.144535 526 0.0124932
all-meshes-CVIU11-pattern5-target463 82 0.144535 433 0.0234903
all-meshes-CVIU11-pattern5-target464 82 0.144535 4020 0.00230881
all-meshes-CVIU11-pattern5-target465 82 0.144535 1461 0.00644989
all-meshes-CVIU11-pattern5-target466 82 0.144535 282 0.0212009
all-meshes-CVIU11-pattern5-target467 82 0.144535 3998 0.00156746
all-meshes-CVIU11-pattern5-target468 82 0.144535 1539 0.00658814
all-meshes-CVIU11-pattern5-target469 82 0.144535 3977 0.00197577
all-meshes-CVIU11-pattern5-target47 82 0.144535 325 0.0232479
all-meshes-CVIU11-pattern5-target470 82 0.144535 1085 0.0106467
all-meshes-CVIU11-pattern5-target471 82 0.144535 3557 0.00242697
all-meshes-CVIU11-pattern5-target472 82 0.144535 436 0.0172203
all-meshes-CVIU11-pattern5-target473 82 0.144535 1447 0.00686975
all-meshes-CVIU11-pattern5-target474 82 0.144535 1924 0.00496236
all-meshes-CVIU11-pattern5-target475 82 0.144535 849 0.00938951
all-meshes-CVIU11-pattern5-target476 82 0.144535 3642 0.00269401
all-meshes-CVIU11-pattern5-target477 82 0.144535 288 0.0307056
all-meshes-CVIU11-pattern5-target478 82 0.144535 494 0.0230022
all-meshes-CVIU11-pattern5-target479 82 0.144535 4540 0.00188955
all-meshes-CVIU11-pattern5-target48 82 0.144535 2199 0.00459511
all-meshes-CVIU11-pattern5-target481 82 0.144535 2652 0.00179163
all-meshes-CVIU11-pattern5-target482 82 0.144535 400 0.0130326
all-meshes-CVIU11-pattern5-target483 82 0.144535 3798 0.00228403
all-meshes-CVIU11-pattern5-target484 82 0.144535 3787 0.00277467
all-meshes-CVIU11-pattern5-target485 82 0.144535 857 0.0110088
all-meshes-CVIU11-pattern5-target486 82 0.144535 217 0.0346902
all-meshes-CVIU11-pattern5-target487 82 0.144535 4278 0.0020881
all-meshes-CVIU11-pattern5-target488 82 0.144535 3472 0.00219827
all-meshes-CVIU11-pattern5-target489 82 0.144535 3790 0.00216611
all-meshes-CVIU11-pattern5-target49 82 0.144535 724 0.0138504
all-meshes-CVIU11-pattern5-target490 82 0.144535 1026 0.00805021
all-meshes-CVIU11-pattern5-target491 82 0.144535 1668 0.00485442
all-meshes-CVIU11-pattern5-target492 82 0.144535 367 0.0148003
all-meshes-CVIU11-pattern5-target493 82 0.144535 1383 0.00565686
all-meshes-CVIU11-pattern5-target494 82 0.144535 755 0.010993
all-meshes-CVIU11-pattern5-target495 82 0.144535 3354 0.00282057
all-meshes-CVIU11-pattern5-target496 82 0.144535 1021 0.00981544
all-meshes-CVIU11-pattern5-target497 82 0.144535 1444 0.00559488
all-meshes-CVIU11-pattern5-target498 82 0.144535 428 0.0214165
all-meshes-CVIU11-pattern5-target499 82 0.144535 822 0.00681917
all-meshes-CVIU11-pattern5-target5 82 0.144535 209 0.0328027
all-meshes-CVIU11-pattern5-target50 82 0.144535 1390 0.00659964
all-meshes-CVIU11-pattern5-target500 82 0.144535 816 0.0096325
all-meshes-CVIU11-pattern5-target501 82 0.144535 3426 0.00326486
all-meshes-CVIU11-pattern5-target502 82 0.144535 1539 0.00741113
all-meshes-CVIU11-pattern5-target503 82 0.144535 1671 0.00435825
all-meshes-CVIU11-pattern5-target504 82 0.144535 1690 0.00472042
all-meshes-CVIU11-pattern5-target505 82 0.144535 3870 0.00303987
all-meshes-CVIU11-pattern5-target506 82 0.144535 288 0.032109
all-meshes-CVIU11-pattern5-target507 82 0.144535 552 0.0195889
all-meshes-CVIU11-pattern5-target508 82 0.144535 1708 0.00499184
all-meshes-CVIU11-pattern5-target509 82 0.144535 1023 0.0109249
all-meshes-CVIU11-pattern5-target51 82 0.144535 1310 0.00785752
all-meshes-CVIU11-pattern5-target510 82 0.144535 5255 0.00169114
all-meshes-CVIU11-pattern5-target511 82 0.144535 3670 0.00258443
all-meshes-CVIU11-pattern5-target512 82 0.144535 514 0.0204716
all-meshes-CVIU11-pattern5-target513 82 0.144535 1467 0.0028243
all-meshes-CVIU11-pattern5-target514 82 0.144535 863 0.010297
all-meshes-CVIU11-pattern5-target515 82 0.144535 1282 0.00492863
