instance densityA densityB
mcs50_m3Dr6_s20_AB03 0.128947 0.121053
mcs50_m3Dr6_s20_AB04 0.128947 0.128947
mcs50_m3Dr6_s20_AB05 0.128947 0.126316
mcs50_m3Dr6_s20_AB06 0.128947 0.126316
mcs50_m3Dr6_s20_AB07 0.128947 0.126316
mcs50_m3Dr6_s20_AB08 0.128947 0.126316
mcs50_m3Dr6_s20_AB09 0.128947 0.128947
mcs50_m3Dr6_s50_AB00 0.0567347 0.0563265
mcs50_m3Dr6_s50_AB01 0.0567347 0.0567347
mcs50_m3Dr6_s50_AB02 0.0567347 0.0563265
mcs50_m3Dr6_s50_AB03 0.0567347 0.0563265
mcs50_m3Dr6_s50_AB04 0.0567347 0.0563265
mcs50_m3Dr6_s50_AB05 0.0567347 0.0555102
mcs50_m3Dr6_s50_AB06 0.0567347 0.0563265
mcs50_m3Dr6_s50_AB07 0.0567347 0.0567347
mcs50_m3Dr6_s50_AB08 0.0567347 0.0555102
mcs50_m3Dr6_s50_AB09 0.0567347 0.0563265
mcs50_m3Dr6_s60_AB00 0.0480226 0.0477401
mcs50_m3Dr6_s60_AB01 0.0480226 0.0477401
mcs50_m3Dr6_s60_AB02 0.0480226 0.0480226
mcs50_m3Dr6_s60_AB03 0.0480226 0.0480226
mcs50_m3Dr6_s60_AB04 0.0480226 0.0480226
mcs50_m3Dr6_s60_AB05 0.0480226 0.0477401
mcs50_m3Dr6_s60_AB06 0.0480226 0.0477401
mcs50_m3Dr6_s60_AB07 0.0480226 0.0480226
mcs50_m3Dr6_s60_AB08 0.0480226 0.0477401
mcs50_m3Dr6_s60_AB09 0.0480226 0.0474576
mcs50_m4D_s30_AB00 0.0632184 0.0632184
mcs50_m4D_s30_AB01 0.0632184 0.0632184
mcs50_m4D_s30_AB02 0.0632184 0.0632184
mcs50_m4D_s30_AB03 0.0632184 0.0632184
mcs50_m4D_s30_AB04 0.0632184 0.0632184
mcs50_m4D_s30_AB05 0.0632184 0.0632184
mcs50_m4D_s30_AB06 0.0632184 0.0632184
mcs50_m4D_s30_AB07 0.0632184 0.0632184
mcs50_m4D_s30_AB08 0.0632184 0.0632184
mcs50_m4D_s30_AB09 0.0632184 0.0632184
mcs50_m4D_s35_AB00 0.0529412 0.0529412
mcs50_m4D_s35_AB01 0.0529412 0.0529412
mcs50_m4D_s35_AB02 0.0529412 0.0529412
mcs50_m4D_s35_AB03 0.0529412 0.0529412
mcs50_m4D_s35_AB04 0.0529412 0.0529412
mcs50_m4D_s35_AB05 0.0529412 0.0529412
mcs50_m4D_s35_AB06 0.0529412 0.0529412
mcs50_m4D_s35_AB07 0.0529412 0.0529412
mcs50_m4D_s35_AB08 0.0529412 0.0529412
mcs50_m4D_s35_AB09 0.0529412 0.0529412
mcs50_m4D_s40_AB00 0.0455128 0.0455128
mcs50_m4D_s40_AB01 0.0455128 0.0455128
mcs50_m4D_s40_AB02 0.0455128 0.0455128
mcs50_m4D_s40_AB03 0.0455128 0.0455128
mcs50_m4D_s40_AB04 0.0455128 0.0455128
mcs50_m4D_s40_AB05 0.0455128 0.0455128
mcs50_m4D_s40_AB06 0.0455128 0.0455128
mcs50_m4D_s40_AB07 0.0455128 0.0455128
mcs50_m4D_s40_AB08 0.0455128 0.0455128
mcs50_m4D_s40_AB09 0.0455128 0.0455128
mcs50_m4Dr2_s30_AB00 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB01 0.0701149 0.0689655
mcs50_m4Dr2_s30_AB02 0.0701149 0.0689655
mcs50_m4Dr2_s30_AB03 0.0701149 0.0689655
mcs50_m4Dr2_s30_AB04 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB05 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB06 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB07 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB08 0.0701149 0.0701149
mcs50_m4Dr2_s30_AB09 0.0701149 0.0701149
mcs50_m4Dr2_s35_AB00 0.0588235 0.0579832
mcs50_m4Dr2_s35_AB01 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB02 0.0588235 0.0579832
mcs50_m4Dr2_s35_AB03 0.0588235 0.0579832
mcs50_m4Dr2_s35_AB04 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB05 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB06 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB07 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB08 0.0588235 0.0588235
mcs50_m4Dr2_s35_AB09 0.0588235 0.0579832
mcs50_m4Dr2_s40_AB00 0.050641 0.05
mcs50_m4Dr2_s40_AB01 0.050641 0.050641
mcs50_m4Dr2_s40_AB02 0.050641 0.050641
mcs50_m4Dr2_s40_AB03 0.050641 0.05
mcs50_m4Dr2_s40_AB04 0.050641 0.05
mcs50_m4Dr2_s40_AB05 0.050641 0.050641
mcs50_m4Dr2_s40_AB06 0.050641 0.050641
mcs50_m4Dr2_s40_AB07 0.050641 0.050641
mcs50_m4Dr2_s40_AB08 0.050641 0.050641
mcs50_m4Dr2_s40_AB09 0.050641 0.050641
mcs50_m4Dr4_s30_AB00 0.0770115 0.0770115
mcs50_m4Dr4_s30_AB01 0.0770115 0.0747126
mcs50_m4Dr4_s30_AB02 0.0770115 0.0758621
mcs50_m4Dr4_s30_AB03 0.0770115 0.0758621
mcs50_m4Dr4_s30_AB04 0.0770115 0.0770115
mcs50_m4Dr4_s30_AB05 0.0770115 0.0747126
mcs50_m4Dr4_s30_AB06 0.0770115 0.0770115
mcs50_m4Dr4_s30_AB07 0.0770115 0.0747126
mcs50_m4Dr4_s30_AB08 0.0770115 0.0770115
mcs50_m4Dr4_s30_AB09 0.0770115 0.0770115
mcs50_m4Dr4_s35_AB00 0.0647059 0.0630252
mcs50_m4Dr4_s35_AB01 0.0647059 0.0647059
mcs50_m4Dr4_s35_AB02 0.0647059 0.0647059
mcs50_m4Dr4_s35_AB03 0.0647059 0.0638655
mcs50_m4Dr4_s35_AB04 0.0647059 0.0638655
mcs50_m4Dr4_s35_AB05 0.0647059 0.0638655
mcs50_m4Dr4_s35_AB06 0.0647059 0.0647059
mcs50_m4Dr4_s35_AB07 0.0647059 0.0647059
mcs50_m4Dr4_s35_AB08 0.0647059 0.0647059
mcs50_m4Dr4_s35_AB09 0.0647059 0.0647059
mcs50_m4Dr4_s40_AB00 0.0557692 0.0557692
mcs50_m4Dr4_s40_AB01 0.0557692 0.0551282
mcs50_m4Dr4_s40_AB02 0.0557692 0.0544872
mcs50_m4Dr4_s40_AB03 0.0557692 0.0544872
mcs50_m4Dr4_s40_AB04 0.0557692 0.0551282
mcs50_m4Dr4_s40_AB05 0.0557692 0.0544872
mcs50_m4Dr4_s40_AB06 0.0557692 0.0557692
mcs50_m4Dr4_s40_AB07 0.0557692 0.0544872
mcs50_m4Dr4_s40_AB08 0.0557692 0.0557692
mcs50_m4Dr4_s40_AB09 0.0557692 0.0551282
mcs50_m4Dr6_s30_AB00 0.083908 0.0816092
mcs50_m4Dr6_s30_AB01 0.083908 0.083908
mcs50_m4Dr6_s30_AB02 0.0827586 0.0827586
mcs50_m4Dr6_s30_AB03 0.083908 0.0827586
mcs50_m4Dr6_s30_AB04 0.083908 0.0827586
mcs50_m4Dr6_s30_AB05 0.083908 0.0827586
mcs50_m4Dr6_s30_AB06 0.083908 0.0804598
mcs50_m4Dr6_s30_AB07 0.083908 0.083908
mcs50_m4Dr6_s30_AB08 0.083908 0.083908
mcs50_m4Dr6_s30_AB09 0.083908 0.083908
mcs50_m4Dr6_s35_AB00 0.0705882 0.0705882
mcs50_m4Dr6_s35_AB01 0.0705882 0.0697479
mcs50_m4Dr6_s35_AB02 0.0705882 0.0697479
mcs50_m4Dr6_s35_AB03 0.0705882 0.0680672
mcs50_m4Dr6_s35_AB04 0.0705882 0.0705882
mcs50_m4Dr6_s35_AB05 0.0705882 0.0705882
mcs50_m4Dr6_s35_AB06 0.0705882 0.0705882
mcs50_m4Dr6_s35_AB07 0.0705882 0.0705882
mcs50_m4Dr6_s35_AB08 0.0705882 0.0697479
mcs50_m4Dr6_s35_AB09 0.0705882 0.0697479
mcs50_m4Dr6_s40_AB00 0.0608974 0.0608974
mcs50_m4Dr6_s40_AB01 0.0608974 0.0602564
mcs50_m4Dr6_s40_AB02 0.0608974 0.0602564
mcs50_m4Dr6_s40_AB03 0.0608974 0.0602564
mcs50_m4Dr6_s40_AB04 0.0608974 0.0608974
mcs50_m4Dr6_s40_AB05 0.0608974 0.0589744
mcs50_m4Dr6_s40_AB06 0.0608974 0.0602564
mcs50_m4Dr6_s40_AB07 0.0608974 0.0602564
mcs50_m4Dr6_s40_AB08 0.0608974 0.0608974
mcs50_m4Dr6_s40_AB09 0.0608974 0.0596154
mcs50_r001_s100_AB00 0.0125253 0.0125253
mcs50_r001_s100_AB01 0.0125253 0.0125253
mcs50_r001_s100_AB02 0.0125253 0.0125253
mcs50_r001_s100_AB03 0.0125253 0.0125253
mcs50_r001_s100_AB04 0.0125253 0.0125253
mcs50_r001_s100_AB05 0.0125253 0.0125253
mcs50_r001_s100_AB06 0.0125253 0.0125253
mcs50_r001_s100_AB07 0.0125253 0.0125253
mcs50_r001_s100_AB08 0.0125253 0.0125253
mcs50_r001_s100_AB09 0.0125253 0.0125253
mcs50_r005_s100_AB00 0.049899 0.049899
mcs50_r005_s100_AB01 0.049899 0.049899
mcs50_r005_s100_AB02 0.049899 0.049899
mcs50_r005_s100_AB03 0.049899 0.049899
mcs50_r005_s100_AB04 0.049899 0.049899
mcs50_r005_s100_AB05 0.049899 0.049899
mcs50_r005_s100_AB06 0.049899 0.049899
mcs50_r005_s100_AB07 0.049899 0.049899
mcs50_r005_s100_AB08 0.049899 0.049899
mcs50_r005_s100_AB09 0.049899 0.049899
mcs50_r005_s20_AB00 0.0631579 0.0631579
mcs50_r005_s20_AB01 0.0631579 0.0631579
mcs50_r005_s20_AB02 0.0631579 0.0631579
mcs50_r005_s20_AB03 0.0631579 0.0631579
mcs50_r005_s20_AB04 0.0631579 0.0631579
mcs50_r005_s20_AB05 0.0631579 0.0631579
mcs50_r005_s20_AB06 0.0631579 0.0631579
mcs50_r005_s20_AB07 0.0631579 0.0631579
mcs50_r005_s20_AB08 0.0631579 0.0631579
mcs50_r005_s20_AB09 0.0631579 0.0631579
mcs50_r005_s25_AB00 0.0583333 0.0583333
mcs50_r005_s25_AB01 0.0583333 0.0583333
mcs50_r005_s25_AB02 0.0583333 0.0583333
mcs50_r005_s25_AB03 0.0583333 0.0583333
mcs50_r005_s25_AB04 0.0583333 0.0583333
mcs50_r005_s25_AB05 0.0583333 0.0583333
mcs50_r005_s25_AB06 0.0583333 0.0583333
mcs50_r005_s25_AB07 0.0583333 0.0583333
mcs50_r005_s25_AB08 0.0583333 0.0583333
mcs50_r005_s25_AB09 0.0583333 0.0583333
mcs50_r005_s30_AB00 0.054023 0.054023
mcs50_r005_s30_AB01 0.054023 0.054023
mcs50_r005_s30_AB02 0.054023 0.054023
mcs50_r005_s30_AB03 0.054023 0.054023
mcs50_r005_s30_AB04 0.054023 0.054023
mcs50_r005_s30_AB05 0.054023 0.054023
mcs50_r005_s30_AB06 0.054023 0.054023
mcs50_r005_s30_AB07 0.054023 0.054023
mcs50_r005_s30_AB08 0.054023 0.054023
mcs50_r005_s30_AB09 0.054023 0.054023
mcs50_r005_s35_AB00 0.0521008 0.0521008
mcs50_r005_s35_AB01 0.0521008 0.0521008
mcs50_r005_s35_AB02 0.0521008 0.0521008
mcs50_r005_s35_AB03 0.0521008 0.0521008
mcs50_r005_s35_AB04 0.0521008 0.0521008
mcs50_r005_s35_AB05 0.0521008 0.0521008
mcs50_r005_s35_AB06 0.0521008 0.0521008
mcs50_r005_s35_AB07 0.0521008 0.0521008
mcs50_r005_s35_AB08 0.0521008 0.0521008
mcs50_r005_s35_AB09 0.0521008 0.0521008
mcs50_r005_s40_AB00 0.05 0.05
mcs50_r005_s40_AB01 0.05 0.05
mcs50_r005_s40_AB02 0.05 0.05
mcs50_r005_s40_AB03 0.05 0.05
mcs50_r005_s40_AB04 0.05 0.05
mcs50_r005_s40_AB05 0.05 0.05
mcs50_r005_s40_AB06 0.05 0.05
mcs50_r005_s40_AB07 0.05 0.05
mcs50_r005_s40_AB08 0.05 0.05
mcs50_r005_s40_AB09 0.05 0.05
mcs50_r005_s50_AB00 0.0493878 0.0493878
mcs50_r005_s50_AB01 0.0493878 0.0493878
mcs50_r005_s50_AB02 0.0493878 0.0493878
mcs50_r005_s50_AB03 0.0493878 0.0493878
mcs50_r005_s50_AB04 0.0493878 0.0493878
mcs50_r005_s50_AB05 0.0493878 0.0493878
mcs50_r005_s50_AB06 0.0493878 0.0493878
mcs50_r005_s50_AB07 0.0493878 0.0493878
mcs50_r005_s50_AB08 0.0493878 0.0493878
mcs50_r005_s50_AB09 0.0493878 0.0493878
mcs50_r005_s60_AB00 0.0497175 0.0497175
mcs50_r005_s60_AB01 0.0497175 0.0497175
mcs50_r005_s60_AB02 0.0497175 0.0497175
mcs50_r005_s60_AB03 0.0497175 0.0497175
mcs50_r005_s60_AB04 0.0497175 0.0497175
mcs50_r005_s60_AB05 0.0497175 0.0497175
mcs50_r005_s60_AB06 0.0497175 0.0497175
mcs50_r005_s60_AB07 0.0497175 0.0497175
mcs50_r005_s60_AB08 0.0497175 0.0497175
mcs50_r005_s60_AB09 0.0497175 0.0497175
mcs50_r005_s70_AB00 0.0496894 0.0496894
mcs50_r005_s70_AB01 0.0496894 0.0496894
mcs50_r005_s70_AB02 0.0496894 0.0496894
mcs50_r005_s70_AB03 0.0496894 0.0496894
mcs50_r005_s70_AB04 0.0496894 0.0496894
mcs50_r005_s70_AB05 0.0496894 0.0496894
mcs50_r005_s70_AB06 0.0496894 0.0496894
mcs50_r005_s70_AB07 0.0496894 0.0496894
mcs50_r005_s70_AB08 0.0496894 0.0496894
mcs50_r005_s70_AB09 0.0496894 0.0496894
mcs50_r005_s80_AB00 0.0498418 0.0498418
mcs50_r005_s80_AB01 0.0498418 0.0498418
mcs50_r005_s80_AB02 0.0498418 0.0498418
mcs50_r005_s80_AB03 0.0498418 0.0498418
mcs50_r005_s80_AB04 0.0498418 0.0498418
mcs50_r005_s80_AB05 0.0498418 0.0498418
mcs50_r005_s80_AB06 0.0498418 0.0498418
mcs50_r005_s80_AB07 0.0498418 0.0498418
mcs50_r005_s80_AB08 0.0498418 0.0498418
mcs50_r005_s80_AB09 0.0498418 0.0498418
mcs50_r005_s90_AB00 0.0498127 0.0498127
mcs50_r005_s90_AB01 0.0498127 0.0498127
mcs50_r005_s90_AB02 0.0498127 0.0498127
mcs50_r005_s90_AB03 0.0498127 0.0498127
mcs50_r005_s90_AB04 0.0498127 0.0498127
mcs50_r005_s90_AB05 0.0498127 0.0498127
mcs50_r005_s90_AB06 0.0498127 0.0498127
mcs50_r005_s90_AB07 0.0498127 0.0498127
mcs50_r005_s90_AB08 0.0498127 0.0498127
mcs50_r005_s90_AB09 0.0498127 0.0498127
mcs50_r01_s100_AB00 0.099899 0.099899
mcs50_r01_s100_AB01 0.099899 0.099899
mcs50_r01_s100_AB02 0.099899 0.099899
mcs50_r01_s100_AB03 0.099899 0.099899
mcs50_r01_s100_AB04 0.099899 0.099899
mcs50_r01_s100_AB05 0.099899 0.099899
mcs50_r01_s100_AB06 0.099899 0.099899
mcs50_r01_s100_AB07 0.099899 0.099899
mcs50_r01_s100_AB08 0.099899 0.099899
mcs50_r01_s100_AB09 0.099899 0.099899
mcs50_r01_s10_AB00 0.122222 0.122222
mcs50_r01_s10_AB01 0.122222 0.122222
mcs50_r01_s10_AB02 0.122222 0.122222
mcs50_r01_s10_AB03 0.122222 0.122222
mcs50_r01_s10_AB04 0.122222 0.122222
mcs50_r01_s10_AB05 0.122222 0.122222
mcs50_r01_s10_AB06 0.122222 0.122222
mcs50_r01_s10_AB07 0.122222 0.122222
mcs50_r01_s10_AB08 0.122222 0.122222
mcs50_r01_s10_AB09 0.122222 0.122222
mcs50_r01_s15_AB00 0.109524 0.109524
mcs50_r01_s15_AB01 0.109524 0.109524
mcs50_r01_s15_AB02 0.109524 0.109524
mcs50_r01_s15_AB03 0.109524 0.109524
mcs50_r01_s15_AB04 0.109524 0.109524
mcs50_r01_s15_AB05 0.109524 0.109524
mcs50_r01_s15_AB06 0.109524 0.109524
mcs50_r01_s15_AB07 0.109524 0.109524
mcs50_r01_s15_AB08 0.109524 0.109524
mcs50_r01_s15_AB09 0.109524 0.109524
mcs50_r01_s20_AB00 0.1 0.1
mcs50_r01_s20_AB01 0.1 0.1
mcs50_r01_s20_AB02 0.1 0.1
mcs50_r01_s20_AB03 0.1 0.1
mcs50_r01_s20_AB04 0.1 0.1
mcs50_r01_s20_AB05 0.1 0.1
mcs50_r01_s20_AB06 0.1 0.1
mcs50_r01_s20_AB07 0.1 0.1
mcs50_r01_s20_AB08 0.1 0.1
mcs50_r01_s20_AB09 0.1 0.1
mcs50_r01_s25_AB00 0.0983333 0.0983333
mcs50_r01_s25_AB01 0.0983333 0.0983333
mcs50_r01_s25_AB02 0.0983333 0.0983333
mcs50_r01_s25_AB03 0.0983333 0.0983333
mcs50_r01_s25_AB04 0.0983333 0.0983333
mcs50_r01_s25_AB05 0.0983333 0.0983333
mcs50_r01_s25_AB06 0.0983333 0.0983333
mcs50_r01_s25_AB07 0.0983333 0.0983333
mcs50_r01_s25_AB08 0.0983333 0.0983333
mcs50_r01_s25_AB09 0.0983333 0.0983333
mcs50_r01_s30_AB00 0.0988506 0.0988506
mcs50_r01_s30_AB01 0.0988506 0.0988506
mcs50_r01_s30_AB02 0.0988506 0.0988506
mcs50_r01_s30_AB03 0.0988506 0.0988506
mcs50_r01_s30_AB04 0.0988506 0.0988506
mcs50_r01_s30_AB05 0.0988506 0.0988506
mcs50_r01_s30_AB06 0.0988506 0.0988506
mcs50_r01_s30_AB07 0.0988506 0.0988506
mcs50_r01_s30_AB08 0.0988506 0.0988506
mcs50_r01_s30_AB09 0.0988506 0.0988506
mcs50_r01_s35_AB00 0.0991597 0.0991597
mcs50_r01_s35_AB01 0.0991597 0.0991597
mcs50_r01_s35_AB02 0.0991597 0.0991597
mcs50_r01_s35_AB03 0.0991597 0.0991597
mcs50_r01_s35_AB04 0.0991597 0.0991597
mcs50_r01_s35_AB05 0.0991597 0.0991597
mcs50_r01_s35_AB06 0.0991597 0.0991597
mcs50_r01_s35_AB07 0.0991597 0.0991597
mcs50_r01_s35_AB08 0.0991597 0.0991597
mcs50_r01_s35_AB09 0.0991597 0.0991597
mcs50_r01_s40_AB00 0.099359 0.099359
mcs50_r01_s40_AB01 0.099359 0.099359
mcs50_r01_s40_AB02 0.099359 0.099359
mcs50_r01_s40_AB03 0.099359 0.099359
mcs50_r01_s40_AB04 0.099359 0.099359
mcs50_r01_s40_AB05 0.099359 0.099359
mcs50_r01_s40_AB06 0.099359 0.099359
mcs50_r01_s40_AB07 0.099359 0.099359
mcs50_r01_s40_AB08 0.099359 0.099359
mcs50_r01_s40_AB09 0.099359 0.099359
mcs50_r01_s50_AB00 0.0995918 0.0995918
mcs50_r01_s50_AB01 0.0995918 0.0995918
mcs50_r01_s50_AB02 0.0995918 0.0995918
mcs50_r01_s50_AB03 0.0995918 0.0995918
mcs50_r01_s50_AB04 0.0995918 0.0995918
mcs50_r01_s50_AB05 0.0995918 0.0995918
mcs50_r01_s50_AB06 0.0995918 0.0995918
mcs50_r01_s50_AB07 0.0995918 0.0995918
mcs50_r01_s50_AB08 0.0995918 0.0995918
mcs50_r01_s50_AB09 0.0995918 0.0995918
mcs50_r01_s60_AB00 0.0997175 0.0997175
mcs50_r01_s60_AB01 0.0997175 0.0997175
mcs50_r01_s60_AB02 0.0997175 0.0997175
mcs50_r01_s60_AB03 0.0997175 0.0997175
mcs50_r01_s60_AB04 0.0997175 0.0997175
mcs50_r01_s60_AB05 0.0997175 0.0997175
mcs50_r01_s60_AB06 0.0997175 0.0997175
mcs50_r01_s60_AB07 0.0997175 0.0997175
mcs50_r01_s60_AB08 0.0997175 0.0997175
mcs50_r01_s60_AB09 0.0997175 0.0997175
mcs50_r01_s70_AB00 0.099793 0.099793
mcs50_r01_s70_AB01 0.099793 0.099793
mcs50_r01_s70_AB02 0.099793 0.099793
mcs50_r01_s70_AB03 0.099793 0.099793
mcs50_r01_s70_AB04 0.099793 0.099793
mcs50_r01_s70_AB05 0.099793 0.099793
mcs50_r01_s70_AB06 0.099793 0.099793
mcs50_r01_s70_AB07 0.099793 0.099793
mcs50_r01_s70_AB08 0.099793 0.099793
mcs50_r01_s70_AB09 0.099793 0.099793
mcs50_r01_s80_AB00 0.0998418 0.0998418
mcs50_r01_s80_AB01 0.0998418 0.0998418
mcs50_r01_s80_AB02 0.0998418 0.0998418
mcs50_r01_s80_AB03 0.0998418 0.0998418
mcs50_r01_s80_AB04 0.0998418 0.0998418
mcs50_r01_s80_AB05 0.0998418 0.0998418
mcs50_r01_s80_AB06 0.0998418 0.0998418
mcs50_r01_s80_AB07 0.0998418 0.0998418
mcs50_r01_s80_AB08 0.0998418 0.0998418
mcs50_r01_s80_AB09 0.0998418 0.0998418
mcs50_r01_s90_AB00 0.0998752 0.0998752
mcs50_r01_s90_AB01 0.0998752 0.0998752
mcs50_r01_s90_AB02 0.0998752 0.0998752
mcs50_r01_s90_AB03 0.0998752 0.0998752
mcs50_r01_s90_AB04 0.0998752 0.0998752
mcs50_r01_s90_AB05 0.0998752 0.0998752
mcs50_r01_s90_AB06 0.0998752 0.0998752
mcs50_r01_s90_AB07 0.0998752 0.0998752
mcs50_r01_s90_AB08 0.0998752 0.0998752
mcs50_r01_s90_AB09 0.0998752 0.0998752
mcs50_r02_s100_AB00 0.199899 0.199899
mcs50_r02_s100_AB01 0.199899 0.199899
mcs50_r02_s100_AB02 0.199899 0.199899
mcs50_r02_s100_AB03 0.199899 0.199899
mcs50_r02_s100_AB04 0.199899 0.199899
mcs50_r02_s100_AB05 0.199899 0.199899
mcs50_r02_s100_AB06 0.199899 0.199899
mcs50_r02_s100_AB07 0.199899 0.199899
mcs50_r02_s100_AB08 0.199899 0.199899
mcs50_r02_s100_AB09 0.199899 0.199899
mcs50_r02_s10_AB00 0.2 0.2
mcs50_r02_s10_AB01 0.2 0.2
mcs50_r02_s10_AB02 0.2 0.2
mcs50_r02_s10_AB03 0.2 0.2
mcs50_r02_s10_AB04 0.2 0.2
mcs50_r02_s10_AB05 0.2 0.2
mcs50_r02_s10_AB06 0.2 0.2
mcs50_r02_s10_AB07 0.2 0.2
mcs50_r02_s10_AB08 0.2 0.2
mcs50_r02_s10_AB09 0.2 0.2
mcs50_r02_s15_AB00 0.195238 0.195238
mcs50_r02_s15_AB01 0.195238 0.195238
mcs50_r02_s15_AB02 0.195238 0.195238
mcs50_r02_s15_AB03 0.195238 0.195238
mcs50_r02_s15_AB04 0.195238 0.195238
mcs50_r02_s15_AB05 0.195238 0.195238
mcs50_r02_s15_AB06 0.195238 0.195238
mcs50_r02_s15_AB07 0.195238 0.195238
mcs50_r02_s15_AB08 0.195238 0.195238
mcs50_r02_s15_AB09 0.195238 0.195238
mcs50_r02_s20_AB00 0.197368 0.197368
mcs50_r02_s20_AB01 0.197368 0.197368
mcs50_r02_s20_AB02 0.197368 0.197368
mcs50_r02_s20_AB03 0.197368 0.197368
mcs50_r02_s20_AB04 0.197368 0.197368
mcs50_r02_s20_AB05 0.197368 0.197368
mcs50_r02_s20_AB06 0.197368 0.197368
mcs50_r02_s20_AB07 0.197368 0.197368
mcs50_r02_s20_AB08 0.197368 0.197368
mcs50_r02_s20_AB09 0.197368 0.197368
mcs50_r02_s25_AB00 0.198333 0.198333
mcs50_r02_s25_AB01 0.198333 0.198333
mcs50_r02_s25_AB02 0.198333 0.198333
mcs50_r02_s25_AB03 0.198333 0.198333
mcs50_r02_s25_AB04 0.198333 0.198333
mcs50_r02_s25_AB05 0.198333 0.198333
mcs50_r02_s25_AB06 0.198333 0.198333
mcs50_r02_s25_AB07 0.198333 0.198333
mcs50_r02_s25_AB08 0.198333 0.198333
mcs50_r02_s25_AB09 0.198333 0.198333
mcs50_r02_s30_AB00 0.198851 0.198851
mcs50_r02_s30_AB01 0.198851 0.198851
mcs50_r02_s30_AB02 0.198851 0.198851
mcs50_r02_s30_AB03 0.198851 0.198851
mcs50_r02_s30_AB04 0.198851 0.198851
mcs50_r02_s30_AB05 0.198851 0.198851
mcs50_r02_s30_AB06 0.198851 0.198851
mcs50_r02_s30_AB07 0.198851 0.198851
mcs50_r02_s30_AB08 0.198851 0.198851
mcs50_r02_s30_AB09 0.198851 0.198851
mcs50_r02_s35_AB00 0.19916 0.19916
mcs50_r02_s35_AB01 0.19916 0.19916
mcs50_r02_s35_AB02 0.19916 0.19916
mcs50_r02_s35_AB03 0.19916 0.19916
mcs50_r02_s35_AB04 0.19916 0.19916
mcs50_r02_s35_AB05 0.19916 0.19916
mcs50_r02_s35_AB06 0.19916 0.19916
mcs50_r02_s35_AB07 0.19916 0.19916
mcs50_r02_s35_AB08 0.19916 0.19916
mcs50_r02_s35_AB09 0.19916 0.19916
mcs50_r02_s40_AB00 0.199359 0.199359
mcs50_r02_s40_AB01 0.199359 0.199359
mcs50_r02_s40_AB02 0.199359 0.199359
mcs50_r02_s40_AB03 0.199359 0.199359
mcs50_r02_s40_AB04 0.199359 0.199359
mcs50_r02_s40_AB05 0.199359 0.199359
mcs50_r02_s40_AB06 0.199359 0.199359
mcs50_r02_s40_AB07 0.199359 0.199359
mcs50_r02_s40_AB08 0.199359 0.199359
mcs50_r02_s40_AB09 0.199359 0.199359
mcs50_r02_s50_AB00 0.199592 0.199592
mcs50_r02_s50_AB01 0.199592 0.199592
mcs50_r02_s50_AB02 0.199592 0.199592
mcs50_r02_s50_AB03 0.199592 0.199592
mcs50_r02_s50_AB04 0.199592 0.199592
mcs50_r02_s50_AB05 0.199592 0.199592
mcs50_r02_s50_AB06 0.199592 0.199592
mcs50_r02_s50_AB07 0.199592 0.199592
mcs50_r02_s50_AB08 0.199592 0.199592
mcs50_r02_s50_AB09 0.199592 0.199592
mcs50_r02_s60_AB00 0.199718 0.199718
mcs50_r02_s60_AB01 0.199718 0.199718
mcs50_r02_s60_AB02 0.199718 0.199718
mcs50_r02_s60_AB03 0.199718 0.199718
mcs50_r02_s60_AB04 0.199718 0.199718
mcs50_r02_s60_AB05 0.199718 0.199718
mcs50_r02_s60_AB06 0.199718 0.199718
mcs50_r02_s60_AB07 0.199718 0.199718
mcs50_r02_s60_AB08 0.199718 0.199718
mcs50_r02_s60_AB09 0.199718 0.199718
mcs50_r02_s70_AB00 0.199793 0.199793
mcs50_r02_s70_AB01 0.199793 0.199793
mcs50_r02_s70_AB02 0.199793 0.199793
mcs50_r02_s70_AB03 0.199793 0.199793
mcs50_r02_s70_AB04 0.199793 0.199793
mcs50_r02_s70_AB05 0.199793 0.199793
mcs50_r02_s70_AB06 0.199793 0.199793
mcs50_r02_s70_AB07 0.199793 0.199793
mcs50_r02_s70_AB08 0.199793 0.199793
mcs50_r02_s70_AB09 0.199793 0.199793
mcs50_r02_s80_AB00 0.199842 0.199842
mcs50_r02_s80_AB01 0.199842 0.199842
mcs50_r02_s80_AB02 0.199842 0.199842
mcs50_r02_s80_AB03 0.199842 0.199842
mcs50_r02_s80_AB04 0.199842 0.199842
mcs50_r02_s80_AB05 0.199842 0.199842
mcs50_r02_s80_AB06 0.199842 0.199842
mcs50_r02_s80_AB07 0.199842 0.199842
mcs50_r02_s80_AB08 0.199842 0.199842
mcs50_r02_s80_AB09 0.199842 0.199842
mcs50_r02_s90_AB00 0.199875 0.199875
mcs50_r02_s90_AB01 0.199875 0.199875
