instance densityA densityB
mcs50_b03_s20_AB05 0.157895 0.157895
mcs50_b03_s20_AB06 0.157895 0.157895
mcs50_b03_s20_AB07 0.157895 0.157895
mcs50_b03_s20_AB08 0.157895 0.157895
mcs50_b03_s20_AB09 0.152632 0.157895
mcs50_b03_s25_AB00 0.123333 0.123333
mcs50_b03_s25_AB01 0.123333 0.12
mcs50_b03_s25_AB02 0.123333 0.123333
mcs50_b03_s25_AB03 0.12 0.123333
mcs50_b03_s25_AB04 0.123333 0.123333
mcs50_b03_s25_AB05 0.123333 0.12
mcs50_b03_s25_AB06 0.123333 0.123333
mcs50_b03_s25_AB07 0.123333 0.123333
mcs50_b03_s25_AB08 0.123333 0.123333
mcs50_b03_s25_AB09 0.123333 0.12
mcs50_b03_s30_AB00 0.101149 0.103448
mcs50_b03_s30_AB01 0.103448 0.103448
mcs50_b03_s30_AB02 0.103448 0.103448
mcs50_b03_s30_AB03 0.103448 0.103448
mcs50_b03_s30_AB04 0.103448 0.103448
mcs50_b03_s30_AB05 0.103448 0.103448
mcs50_b03_s30_AB06 0.103448 0.103448
mcs50_b03_s30_AB07 0.103448 0.101149
mcs50_b03_s30_AB08 0.103448 0.103448
mcs50_b03_s30_AB09 0.101149 0.103448
mcs50_b03_s35_AB00 0.0857143 0.087395
mcs50_b03_s35_AB01 0.087395 0.087395
mcs50_b03_s35_AB02 0.087395 0.087395
mcs50_b03_s35_AB03 0.087395 0.0857143
mcs50_b03_s35_AB04 0.0857143 0.087395
mcs50_b03_s35_AB05 0.087395 0.0857143
mcs50_b03_s35_AB06 0.087395 0.087395
mcs50_b03_s35_AB07 0.087395 0.087395
mcs50_b03_s35_AB08 0.0857143 0.0857143
mcs50_b03_s35_AB09 0.0823529 0.087395
mcs50_b03_s40_AB00 0.0769231 0.0769231
mcs50_b03_s40_AB01 0.075641 0.0769231
mcs50_b03_s40_AB02 0.075641 0.0769231
mcs50_b03_s40_AB03 0.0769231 0.0769231
mcs50_b03_s40_AB04 0.0769231 0.0769231
mcs50_b03_s40_AB05 0.0769231 0.0769231
mcs50_b03_s40_AB06 0.075641 0.0769231
mcs50_b03_s40_AB07 0.0769231 0.075641
mcs50_b03_s40_AB08 0.0769231 0.0769231
mcs50_b03_s40_AB09 0.0769231 0.0769231
mcs50_b03_s50_AB00 0.0612245 0.0604082
mcs50_b03_s50_AB01 0.0612245 0.0612245
mcs50_b03_s50_AB02 0.0612245 0.0612245
mcs50_b03_s50_AB03 0.0612245 0.0604082
mcs50_b03_s50_AB04 0.0612245 0.0612245
mcs50_b03_s50_AB05 0.0612245 0.0612245
mcs50_b03_s50_AB06 0.0612245 0.0612245
mcs50_b03_s50_AB07 0.0612245 0.0612245
mcs50_b03_s50_AB08 0.0604082 0.0612245
mcs50_b03_s50_AB09 0.0612245 0.0612245
mcs50_b03m_s10_AB00 0.288889 0.288889
mcs50_b03m_s10_AB01 0.311111 0.311111
mcs50_b03m_s10_AB02 0.311111 0.311111
mcs50_b03m_s10_AB03 0.333333 0.311111
mcs50_b03m_s10_AB04 0.311111 0.311111
mcs50_b03m_s10_AB05 0.311111 0.311111
mcs50_b03m_s10_AB06 0.311111 0.311111
mcs50_b03m_s10_AB07 0.333333 0.311111
mcs50_b03m_s10_AB08 0.288889 0.288889
mcs50_b03m_s10_AB09 0.311111 0.288889
mcs50_b03m_s15_AB00 0.209524 0.190476
mcs50_b03m_s15_AB01 0.209524 0.2
mcs50_b03m_s15_AB02 0.2 0.209524
mcs50_b03m_s15_AB03 0.209524 0.190476
mcs50_b03m_s15_AB04 0.2 0.2
mcs50_b03m_s15_AB05 0.2 0.2
mcs50_b03m_s15_AB06 0.209524 0.209524
mcs50_b03m_s15_AB07 0.209524 0.2
mcs50_b03m_s15_AB08 0.209524 0.2
mcs50_b03m_s15_AB09 0.209524 0.209524
mcs50_b03m_s20_AB00 0.152632 0.152632
mcs50_b03m_s20_AB01 0.157895 0.157895
mcs50_b03m_s20_AB02 0.152632 0.152632
