instance pattern_n pattern_d target_n target_d family
all-meshes-CVIU11-pattern4-target468 40 0.146154 1539 0.00329407 13
all-meshes-CVIU11-pattern4-target469 40 0.146154 3977 0.000987886 13
all-meshes-CVIU11-pattern4-target47 40 0.146154 325 0.0116239 13
all-meshes-CVIU11-pattern4-target470 40 0.146154 1085 0.00532335 13
all-meshes-CVIU11-pattern4-target471 40 0.146154 3557 0.00121349 13
all-meshes-CVIU11-pattern4-target472 40 0.146154 436 0.00861014 13
all-meshes-CVIU11-pattern4-target473 40 0.146154 1447 0.00343487 13
all-meshes-CVIU11-pattern4-target474 40 0.146154 1924 0.00248118 13
all-meshes-CVIU11-pattern4-target475 40 0.146154 849 0.00469476 13
all-meshes-CVIU11-pattern4-target476 40 0.146154 3642 0.00134701 13
all-meshes-CVIU11-pattern4-target477 40 0.146154 288 0.0153528 13
all-meshes-CVIU11-pattern4-target478 40 0.146154 494 0.0115011 13
all-meshes-CVIU11-pattern4-target479 40 0.146154 4540 0.000944773 13
all-meshes-CVIU11-pattern4-target48 40 0.146154 2199 0.00229755 13
all-meshes-CVIU11-pattern4-target481 40 0.146154 2652 0.000895817 13
all-meshes-CVIU11-pattern4-target482 40 0.146154 400 0.00651629 13
all-meshes-CVIU11-pattern4-target483 40 0.146154 3798 0.00114201 13
all-meshes-CVIU11-pattern4-target484 40 0.146154 3787 0.00138733 13
all-meshes-CVIU11-pattern4-target485 40 0.146154 857 0.00550442 13
all-meshes-CVIU11-pattern4-target486 40 0.146154 217 0.0173451 13
all-meshes-CVIU11-pattern4-target487 40 0.146154 4278 0.00104405 13
all-meshes-CVIU11-pattern4-target488 40 0.146154 3472 0.00109913 13
all-meshes-CVIU11-pattern4-target489 40 0.146154 3790 0.00108305 13
all-meshes-CVIU11-pattern4-target49 40 0.146154 724 0.00692518 13
all-meshes-CVIU11-pattern4-target490 40 0.146154 1026 0.0040251 13
all-meshes-CVIU11-pattern4-target491 40 0.146154 1668 0.00242721 13
all-meshes-CVIU11-pattern4-target492 40 0.146154 367 0.00740013 13
all-meshes-CVIU11-pattern4-target493 40 0.146154 1383 0.00282843 13
all-meshes-CVIU11-pattern4-target494 40 0.146154 755 0.00549651 13
all-meshes-CVIU11-pattern4-target495 40 0.146154 3354 0.00141028 13
all-meshes-CVIU11-pattern4-target496 40 0.146154 1021 0.00490772 13
all-meshes-CVIU11-pattern4-target497 40 0.146154 1444 0.00279744 13
all-meshes-CVIU11-pattern4-target498 40 0.146154 428 0.0107083 13
all-meshes-CVIU11-pattern4-target499 40 0.146154 822 0.00340959 13
all-meshes-CVIU11-pattern4-target5 40 0.146154 209 0.0164014 13
all-meshes-CVIU11-pattern4-target50 40 0.146154 1390 0.00329982 13
all-meshes-CVIU11-pattern4-target500 40 0.146154 816 0.00481625 13
all-meshes-CVIU11-pattern4-target501 40 0.146154 3426 0.00163243 13
all-meshes-CVIU11-pattern4-target502 40 0.146154 1539 0.00370556 13
all-meshes-CVIU11-pattern4-target503 40 0.146154 1671 0.00217912 13
all-meshes-CVIU11-pattern4-target504 40 0.146154 1690 0.00236021 13
all-meshes-CVIU11-pattern4-target505 40 0.146154 3870 0.00151993 13
all-meshes-CVIU11-pattern4-target506 40 0.146154 288 0.0160545 13
all-meshes-CVIU11-pattern4-target507 40 0.146154 552 0.00979444 13
all-meshes-CVIU11-pattern4-target508 40 0.146154 1708 0.00249592 13
all-meshes-CVIU11-pattern4-target509 40 0.146154 1023 0.00546243 13
all-meshes-CVIU11-pattern4-target51 40 0.146154 1310 0.00392876 13
all-meshes-CVIU11-pattern4-target510 40 0.146154 5255 0.00084557 13
all-meshes-CVIU11-pattern4-target511 40 0.146154 3670 0.00129222 13
all-meshes-CVIU11-pattern4-target512 40 0.146154 514 0.0102358 13
all-meshes-CVIU11-pattern4-target513 40 0.146154 1467 0.00141215 13
all-meshes-CVIU11-pattern4-target514 40 0.146154 863 0.0051485 13
all-meshes-CVIU11-pattern4-target515 40 0.146154 1282 0.00246431 13
all-meshes-CVIU11-pattern4-target517 40 0.146154 5069 0.000982106 13
all-meshes-CVIU11-pattern4-target518 40 0.146154 2194 0.00232633 13
all-meshes-CVIU11-pattern4-target519 40 0.146154 324 0.0124699 13
all-meshes-CVIU11-pattern4-target52 40 0.146154 777 0.00532878 13
all-meshes-CVIU11-pattern4-target520 40 0.146154 3723 0.00153417 13
all-meshes-CVIU11-pattern4-target521 40 0.146154 1202 0.00353075 13
all-meshes-CVIU11-pattern4-target522 40 0.146154 2212 0.00148056 13
all-meshes-CVIU11-pattern4-target523 40 0.146154 472 0.00835313 13
all-meshes-CVIU11-pattern4-target524 40 0.146154 935 0.00537279 13
all-meshes-CVIU11-pattern4-target525 40 0.146154 2987 0.00155967 13
all-meshes-CVIU11-pattern4-target526 40 0.146154 941 0.00511339 13
all-meshes-CVIU11-pattern4-target527 40 0.146154 1232 0.00229923 13
all-meshes-CVIU11-pattern4-target528 40 0.146154 5039 0.000812598 13
all-meshes-CVIU11-pattern4-target529 40 0.146154 616 0.00625858 13
all-meshes-CVIU11-pattern4-target53 40 0.146154 1358 0.00298946 13
all-meshes-CVIU11-pattern4-target530 40 0.146154 440 0.0101729 13
all-meshes-CVIU11-pattern4-target54 40 0.146154 1344 0.00326816 13
all-meshes-CVIU11-pattern4-target55 40 0.146154 2555 0.00191113 13
all-meshes-CVIU11-pattern4-target56 40 0.146154 719 0.0069328 13
all-meshes-CVIU11-pattern4-target57 40 0.146154 3637 0.00103576 13
all-meshes-CVIU11-pattern4-target58 40 0.146154 400 0.0102694 13
all-meshes-CVIU11-pattern4-target59 40 0.146154 991 0.0045745 13
all-meshes-CVIU11-pattern4-target6 40 0.146154 2040 0.00220432 13
all-meshes-CVIU11-pattern4-target60 40 0.146154 1051 0.00427801 13
all-meshes-CVIU11-pattern4-target61 40 0.146154 933 0.00529351 13
all-meshes-CVIU11-pattern4-target62 40 0.146154 943 0.00520766 13
all-meshes-CVIU11-pattern4-target63 40 0.146154 1001 0.00477722 13
all-meshes-CVIU11-pattern4-target64 40 0.146154 886 0.00586015 13
all-meshes-CVIU11-pattern4-target65 40 0.146154 5111 0.000791164 13
all-meshes-CVIU11-pattern4-target66 40 0.146154 3309 0.00138149 13
all-meshes-CVIU11-pattern4-target67 40 0.146154 300 0.0140134 13
all-meshes-CVIU11-pattern4-target68 40 0.146154 4326 0.00109348 13
all-meshes-CVIU11-pattern4-target69 40 0.146154 725 0.00554772 13
all-meshes-CVIU11-pattern4-target7 40 0.146154 585 0.00578972 13
all-meshes-CVIU11-pattern4-target70 40 0.146154 4353 0.00106803 13
all-meshes-CVIU11-pattern4-target72 40 0.146154 1590 0.00316919 13
all-meshes-CVIU11-pattern4-target73 40 0.146154 1216 0.00397783 13
all-meshes-CVIU11-pattern4-target74 40 0.146154 2337 0.0016114 13
all-meshes-CVIU11-pattern4-target76 40 0.146154 3778 0.00121245 13
all-meshes-CVIU11-pattern4-target77 40 0.146154 2241 0.00165762 13
all-meshes-CVIU11-pattern4-target78 40 0.146154 1087 0.0045617 13
all-meshes-CVIU11-pattern4-target79 40 0.146154 4415 0.000961883 13
all-meshes-CVIU11-pattern4-target8 40 0.146154 541 0.00838297 13
all-meshes-CVIU11-pattern4-target80 40 0.146154 3249 0.000966857 13
all-meshes-CVIU11-pattern4-target81 40 0.146154 877 0.00541359 13
all-meshes-CVIU11-pattern4-target82 40 0.146154 1627 0.00252995 13
all-meshes-CVIU11-pattern4-target83 40 0.146154 4473 0.000911102 13
all-meshes-CVIU11-pattern4-target84 40 0.146154 1928 0.00224211 13
all-meshes-CVIU11-pattern4-target85 40 0.146154 2437 0.00162957 13
all-meshes-CVIU11-pattern4-target86 40 0.146154 5367 0.000758803 13
all-meshes-CVIU11-pattern4-target87 40 0.146154 4263 0.000616603 13
all-meshes-CVIU11-pattern4-target88 40 0.146154 728 0.00499191 13
all-meshes-CVIU11-pattern4-target89 40 0.146154 2126 0.00210171 13
all-meshes-CVIU11-pattern4-target9 40 0.146154 720 0.00653686 13
all-meshes-CVIU11-pattern4-target90 40 0.146154 4084 0.00105361 13
all-meshes-CVIU11-pattern4-target91 40 0.146154 1170 0.00349996 13
all-meshes-CVIU11-pattern4-target92 40 0.146154 484 0.00649351 13
all-meshes-CVIU11-pattern4-target93 40 0.146154 4905 0.000761616 13
all-meshes-CVIU11-pattern4-target94 40 0.146154 2254 0.00167341 13
all-meshes-CVIU11-pattern4-target96 40 0.146154 1210 0.00344045 13
all-meshes-CVIU11-pattern4-target97 40 0.146154 3478 0.00114273 13
all-meshes-CVIU11-pattern4-target98 40 0.146154 4389 0.000491876 13
all-meshes-CVIU11-pattern4-target99 40 0.146154 4296 0.000915544 13
all-meshes-CVIU11-pattern5-target1 82 0.0722674 962 0.00520183 13
all-meshes-CVIU11-pattern5-target10 82 0.0722674 1284 0.00281539 13
all-meshes-CVIU11-pattern5-target100 82 0.0722674 5008 0.000788672 13
all-meshes-CVIU11-pattern5-target102 82 0.0722674 3259 0.00122859 13
all-meshes-CVIU11-pattern5-target103 82 0.0722674 4018 0.00127024 13
all-meshes-CVIU11-pattern5-target104 82 0.0722674 283 0.0116783 13
all-meshes-CVIU11-pattern5-target106 82 0.0722674 969 0.00406933 13
all-meshes-CVIU11-pattern5-target107 82 0.0722674 4351 0.00107218 13
all-meshes-CVIU11-pattern5-target108 82 0.0722674 1641 0.00161821 13
all-meshes-CVIU11-pattern5-target109 82 0.0722674 813 0.00395816 13
all-meshes-CVIU11-pattern5-target11 82 0.0722674 534 0.00867466 13
all-meshes-CVIU11-pattern5-target110 82 0.0722674 858 0.00410441 13
all-meshes-CVIU11-pattern5-target111 82 0.0722674 1519 0.00285232 13
all-meshes-CVIU11-pattern5-target112 82 0.0722674 3693 0.001308 13
all-meshes-CVIU11-pattern5-target113 82 0.0722674 1425 0.00324069 13
all-meshes-CVIU11-pattern5-target114 82 0.0722674 1064 0.00358434 13
all-meshes-CVIU11-pattern5-target115 82 0.0722674 545 0.00827375 13
all-meshes-CVIU11-pattern5-target116 82 0.0722674 479 0.00842498 13
all-meshes-CVIU11-pattern5-target117 82 0.0722674 372 0.0134264 13
all-meshes-CVIU11-pattern5-target118 82 0.0722674 242 0.0201125 13
all-meshes-CVIU11-pattern5-target119 82 0.0722674 1226 0.00421547 13
all-meshes-CVIU11-pattern5-target12 82 0.0722674 216 0.022373 13
all-meshes-CVIU11-pattern5-target120 82 0.0722674 794 0.00615747 13
all-meshes-CVIU11-pattern5-target121 82 0.0722674 290 0.0171459 13
all-meshes-CVIU11-pattern5-target122 82 0.0722674 561 0.00997263 13
all-meshes-CVIU11-pattern5-target123 82 0.0722674 628 0.00714402 13
all-meshes-CVIU11-pattern5-target124 82 0.0722674 3555 0.000705055 13
all-meshes-CVIU11-pattern5-target125 82 0.0722674 1412 0.00315209 13
all-meshes-CVIU11-pattern5-target126 82 0.0722674 4723 0.000844677 13
all-meshes-CVIU11-pattern5-target127 82 0.0722674 821 0.0069175 13
all-meshes-CVIU11-pattern5-target128 82 0.0722674 253 0.0133164 13
all-meshes-CVIU11-pattern5-target129 82 0.0722674 4437 0.00128667 13
all-meshes-CVIU11-pattern5-target13 82 0.0722674 1380 0.00366838 13
all-meshes-CVIU11-pattern5-target130 82 0.0722674 2512 0.00223872 13
all-meshes-CVIU11-pattern5-target131 82 0.0722674 1341 0.0029105 13
all-meshes-CVIU11-pattern5-target132 82 0.0722674 3622 0.00135857 13
all-meshes-CVIU11-pattern5-target133 82 0.0722674 2394 0.00179251 13
all-meshes-CVIU11-pattern5-target134 82 0.0722674 5508 0.000721436 13
all-meshes-CVIU11-pattern5-target135 82 0.0722674 391 0.00720703 13
all-meshes-CVIU11-pattern5-target136 82 0.0722674 3523 0.00113838 13
all-meshes-CVIU11-pattern5-target137 82 0.0722674 1506 0.00259119 13
all-meshes-CVIU11-pattern5-target138 82 0.0722674 1573 0.00239733 13
all-meshes-CVIU11-pattern5-target139 82 0.0722674 5217 0.00101599 13
all-meshes-CVIU11-pattern5-target14 82 0.0722674 646 0.00619435 13
all-meshes-CVIU11-pattern5-target140 82 0.0722674 1370 0.00385011 13
all-meshes-CVIU11-pattern5-target141 82 0.0722674 1476 0.00340131 13
all-meshes-CVIU11-pattern5-target143 82 0.0722674 371 0.0107671 13
all-meshes-CVIU11-pattern5-target144 82 0.0722674 822 0.00586935 13
all-meshes-CVIU11-pattern5-target145 82 0.0722674 948 0.0055739 13
all-meshes-CVIU11-pattern5-target146 82 0.0722674 1428 0.00279965 13
all-meshes-CVIU11-pattern5-target147 82 0.0722674 1654 0.00290922 13
all-meshes-CVIU11-pattern5-target148 82 0.0722674 2409 0.0018892 13
all-meshes-CVIU11-pattern5-target149 82 0.0722674 1439 0.00381243 13
all-meshes-CVIU11-pattern5-target15 82 0.0722674 1756 0.00227758 13
all-meshes-CVIU11-pattern5-target150 82 0.0722674 4080 0.00107263 13
all-meshes-CVIU11-pattern5-target151 82 0.0722674 886 0.00459884 13
all-meshes-CVIU11-pattern5-target152 82 0.0722674 4080 0.00107263 13
all-meshes-CVIU11-pattern5-target153 82 0.0722674 262 0.0131467 13
all-meshes-CVIU11-pattern5-target154 82 0.0722674 1361 0.00274344 13
all-meshes-CVIU11-pattern5-target155 82 0.0722674 2361 0.00220946 13
all-meshes-CVIU11-pattern5-target156 82 0.0722674 3457 0.000962637 13
all-meshes-CVIU11-pattern5-target157 82 0.0722674 1704 0.00296391 13
all-meshes-CVIU11-pattern5-target158 82 0.0722674 3944 0.00102648 13
all-meshes-CVIU11-pattern5-target159 82 0.0722674 228 0.0179496 13
all-meshes-CVIU11-pattern5-target16 82 0.0722674 1721 0.00232592 13
all-meshes-CVIU11-pattern5-target160 82 0.0722674 1160 0.00416605 13
all-meshes-CVIU11-pattern5-target161 82 0.0722674 1763 0.00171227 13
all-meshes-CVIU11-pattern5-target162 82 0.0722674 2720 0.00189421 13
all-meshes-CVIU11-pattern5-target163 82 0.0722674 1971 0.00281519 13
all-meshes-CVIU11-pattern5-target164 82 0.0722674 2249 0.00214033 13
all-meshes-CVIU11-pattern5-target165 82 0.0722674 548 0.00591815 13
all-meshes-CVIU11-pattern5-target166 82 0.0722674 201 0.0224129 13
all-meshes-CVIU11-pattern5-target167 82 0.0722674 2715 0.00156979 13
all-meshes-CVIU11-pattern5-target168 82 0.0722674 1341 0.00235122 13
all-meshes-CVIU11-pattern5-target169 82 0.0722674 3717 0.00115223 13
all-meshes-CVIU11-pattern5-target17 82 0.0722674 1678 0.00238557 13
all-meshes-CVIU11-pattern5-target170 82 0.0722674 938 0.0038491 13
all-meshes-CVIU11-pattern5-target171 82 0.0722674 975 0.00345601 13
all-meshes-CVIU11-pattern5-target172 82 0.0722674 878 0.00400386 13
all-meshes-CVIU11-pattern5-target173 82 0.0722674 1149 0.00432508 13
all-meshes-CVIU11-pattern5-target174 82 0.0722674 788 0.00450371 13
all-meshes-CVIU11-pattern5-target175 82 0.0722674 286 0.0153723 13
all-meshes-CVIU11-pattern5-target176 82 0.0722674 244 0.0176584 13
all-meshes-CVIU11-pattern5-target177 82 0.0722674 733 0.00584655 13
all-meshes-CVIU11-pattern5-target178 82 0.0722674 945 0.00350193 13
all-meshes-CVIU11-pattern5-target179 82 0.0722674 394 0.0129616 13
all-meshes-CVIU11-pattern5-target18 82 0.0722674 1700 0.0023519 13
all-meshes-CVIU11-pattern5-target180 82 0.0722674 1007 0.00471353 13
all-meshes-CVIU11-pattern5-target181 82 0.0722674 530 0.0101045 13
all-meshes-CVIU11-pattern5-target182 82 0.0722674 1072 0.00394648 13
all-meshes-CVIU11-pattern5-target184 82 0.0722674 521 0.00735642 13
all-meshes-CVIU11-pattern5-target185 82 0.0722674 4382 0.001311 13
all-meshes-CVIU11-pattern5-target186 82 0.0722674 5189 0.00105745 13
all-meshes-CVIU11-pattern5-target187 82 0.0722674 4034 0.000868516 13
all-meshes-CVIU11-pattern5-target188 82 0.0722674 1827 0.00282216 13
all-meshes-CVIU11-pattern5-target189 82 0.0722674 2632 0.00156655 13
all-meshes-CVIU11-pattern5-target19 82 0.0722674 1654 0.00242606 13
all-meshes-CVIU11-pattern5-target190 82 0.0722674 870 0.00379218 13
all-meshes-CVIU11-pattern5-target191 82 0.0722674 4882 0.000916403 13
all-meshes-CVIU11-pattern5-target192 82 0.0722674 1562 0.00268509 13
all-meshes-CVIU11-pattern5-target193 82 0.0722674 2478 0.00149609 13
all-meshes-CVIU11-pattern5-target194 82 0.0722674 1730 0.00326661 13
all-meshes-CVIU11-pattern5-target195 82 0.0722674 2964 0.00134623 13
all-meshes-CVIU11-pattern5-target196 82 0.0722674 396 0.0143971 13
all-meshes-CVIU11-pattern5-target197 82 0.0722674 1040 0.00376934 13
all-meshes-CVIU11-pattern5-target198 82 0.0722674 374 0.00944072 13
all-meshes-CVIU11-pattern5-target199 82 0.0722674 528 0.0100016 13
all-meshes-CVIU11-pattern5-target2 82 0.0722674 4992 0.00098033 13
all-meshes-CVIU11-pattern5-target20 82 0.0722674 1830 0.00219326 13
all-meshes-CVIU11-pattern5-target200 82 0.0722674 716 0.00562761 13
all-meshes-CVIU11-pattern5-target201 82 0.0722674 2911 0.00164679 13
all-meshes-CVIU11-pattern5-target202 82 0.0722674 1071 0.00392157 13
all-meshes-CVIU11-pattern5-target203 82 0.0722674 1955 0.00186148 13
all-meshes-CVIU11-pattern5-target204 82 0.0722674 3774 0.00100138 13
all-meshes-CVIU11-pattern5-target205 82 0.0722674 963 0.00380934 13
all-meshes-CVIU11-pattern5-target206 82 0.0722674 5357 0.000596645 13
all-meshes-CVIU11-pattern5-target207 82 0.0722674 580 0.00972247 13
all-meshes-CVIU11-pattern5-target208 82 0.0722674 2624 0.00217907 13
all-meshes-CVIU11-pattern5-target209 82 0.0722674 1941 0.00291671 13
all-meshes-CVIU11-pattern5-target21 82 0.0722674 1520 0.00266926 13
all-meshes-CVIU11-pattern5-target210 82 0.0722674 1853 0.0028889 13
all-meshes-CVIU11-pattern5-target211 82 0.0722674 935 0.00623504 13
all-meshes-CVIU11-pattern5-target212 82 0.0722674 1697 0.00344427 13
all-meshes-CVIU11-pattern5-target213 82 0.0722674 409 0.0125545 13
all-meshes-CVIU11-pattern5-target214 82 0.0722674 233 0.0221067 13
all-meshes-CVIU11-pattern5-target215 82 0.0722674 2156 0.00204168 13
all-meshes-CVIU11-pattern5-target216 82 0.0722674 716 0.00769817 13
all-meshes-CVIU11-pattern5-target217 82 0.0722674 2359 0.00213015 13
all-meshes-CVIU11-pattern5-target218 82 0.0722674 2200 0.00207553 13
all-meshes-CVIU11-pattern5-target219 82 0.0722674 4184 0.00140769 13
all-meshes-CVIU11-pattern5-target22 82 0.0722674 1890 0.00212565 13
all-meshes-CVIU11-pattern5-target220 82 0.0722674 300 0.0164548 13
all-meshes-CVIU11-pattern5-target221 82 0.0722674 1776 0.00322199 13
all-meshes-CVIU11-pattern5-target222 82 0.0722674 933 0.0042746 13
all-meshes-CVIU11-pattern5-target223 82 0.0722674 2431 0.00213277 13
all-meshes-CVIU11-pattern5-target224 82 0.0722674 1136 0.00426956 13
all-meshes-CVIU11-pattern5-target225 82 0.0722674 3303 0.00111722 13
all-meshes-CVIU11-pattern5-target226 82 0.0722674 254 0.0147677 13
all-meshes-CVIU11-pattern5-target227 82 0.0722674 3018 0.0014195 13
all-meshes-CVIU11-pattern5-target228 82 0.0722674 4233 0.000955618 13
all-meshes-CVIU11-pattern5-target229 82 0.0722674 600 0.00440735 13
all-meshes-CVIU11-pattern5-target23 82 0.0722674 1737 0.0023005 13
all-meshes-CVIU11-pattern5-target230 82 0.0722674 2285 0.00166681 13
all-meshes-CVIU11-pattern5-target231 82 0.0722674 3831 0.00152371 13
all-meshes-CVIU11-pattern5-target232 82 0.0722674 1148 0.00490979 13
all-meshes-CVIU11-pattern5-target233 82 0.0722674 1213 0.00421792 13
all-meshes-CVIU11-pattern5-target234 82 0.0722674 448 0.0084342 13
all-meshes-CVIU11-pattern5-target235 82 0.0722674 1033 0.00306269 13
all-meshes-CVIU11-pattern5-target237 82 0.0722674 664 0.00649885 13
all-meshes-CVIU11-pattern5-target238 82 0.0722674 3259 0.00160645 13
all-meshes-CVIU11-pattern5-target24 82 0.0722674 1791 0.00223744 13
all-meshes-CVIU11-pattern5-target240 82 0.0722674 369 0.0101331 13
all-meshes-CVIU11-pattern5-target241 82 0.0722674 2801 0.00146134 13
all-meshes-CVIU11-pattern5-target242 82 0.0722674 3195 0.00184824 13
all-meshes-CVIU11-pattern5-target243 82 0.0722674 2551 0.00230667 13
all-meshes-CVIU11-pattern5-target244 82 0.0722674 2108 0.00174849 13
all-meshes-CVIU11-pattern5-target245 82 0.0722674 838 0.00458935 13
all-meshes-CVIU11-pattern5-target246 82 0.0722674 1726 0.00254622 13
all-meshes-CVIU11-pattern5-target247 82 0.0722674 666 0.00672176 13
all-meshes-CVIU11-pattern5-target248 82 0.0722674 1247 0.00352499 13
all-meshes-CVIU11-pattern5-target249 82 0.0722674 1073 0.0026255 13
all-meshes-CVIU11-pattern5-target25 82 0.0722674 1709 0.00234432 13
all-meshes-CVIU11-pattern5-target250 82 0.0722674 529 0.00853168 13
all-meshes-CVIU11-pattern5-target251 82 0.0722674 416 0.012471 13
all-meshes-CVIU11-pattern5-target252 82 0.0722674 2475 0.0017767 13
all-meshes-CVIU11-pattern5-target253 82 0.0722674 1726 0.00254622 13
all-meshes-CVIU11-pattern5-target254 82 0.0722674 478 0.00492092 13
all-meshes-CVIU11-pattern5-target255 82 0.0722674 4102 0.000787229 13
all-meshes-CVIU11-pattern5-target256 82 0.0722674 5229 0.00102377 13
all-meshes-CVIU11-pattern5-target257 82 0.0722674 561 0.00593647 13
all-meshes-CVIU11-pattern5-target258 82 0.0722674 403 0.0128575 13
all-meshes-CVIU11-pattern5-target26 82 0.0722674 1860 0.00215661 13
all-meshes-CVIU11-pattern5-target260 82 0.0722674 358 0.00943618 13
all-meshes-CVIU11-pattern5-target261 82 0.0722674 2194 0.00214302 13
all-meshes-CVIU11-pattern5-target262 82 0.0722674 2024 0.00272777 13
all-meshes-CVIU11-pattern5-target263 82 0.0722674 885 0.00606769 13
all-meshes-CVIU11-pattern5-target264 82 0.0722674 2179 0.00247142 13
all-meshes-CVIU11-pattern5-target265 82 0.0722674 643 0.00633469 13
all-meshes-CVIU11-pattern5-target266 82 0.0722674 908 0.00420251 13
all-meshes-CVIU11-pattern5-target267 82 0.0722674 2604 0.0019033 13
all-meshes-CVIU11-pattern5-target268 82 0.0722674 3686 0.00134073 13
all-meshes-CVIU11-pattern5-target269 82 0.0722674 1686 0.00167728 13
all-meshes-CVIU11-pattern5-target27 82 0.0722674 1742 0.00229786 13
all-meshes-CVIU11-pattern5-target270 82 0.0722674 1547 0.00243638 13
all-meshes-CVIU11-pattern5-target271 82 0.0722674 425 0.00734739 13
all-meshes-CVIU11-pattern5-target272 82 0.0722674 611 0.007424 13
all-meshes-CVIU11-pattern5-target273 82 0.0722674 5295 0.000885497 13
all-meshes-CVIU11-pattern5-target275 82 0.0722674 560 0.00470227 13
all-meshes-CVIU11-pattern5-target278 82 0.0722674 364 0.00708383 13
all-meshes-CVIU11-pattern5-target279 82 0.0722674 600 0.00428492 13
all-meshes-CVIU11-pattern5-target28 82 0.0722674 1740 0.00230711 13
all-meshes-CVIU11-pattern5-target280 82 0.0722674 3181 0.00171626 13
all-meshes-CVIU11-pattern5-target281 82 0.0722674 3323 0.00163575 13
all-meshes-CVIU11-pattern5-target282 82 0.0722674 1816 0.0018322 13
all-meshes-CVIU11-pattern5-target283 82 0.0722674 4142 0.00113508 13
all-meshes-CVIU11-pattern5-target284 82 0.0722674 1694 0.00280027 13
all-meshes-CVIU11-pattern5-target285 82 0.0722674 3683 0.00124108 13
all-meshes-CVIU11-pattern5-target286 82 0.0722674 640 0.0063258 13
all-meshes-CVIU11-pattern5-target287 82 0.0722674 1439 0.00276569 13
all-meshes-CVIU11-pattern5-target288 82 0.0722674 1623 0.00352326 13
all-meshes-CVIU11-pattern5-target289 82 0.0722674 285 0.0138992 13
all-meshes-CVIU11-pattern5-target29 82 0.0722674 2071 0.00194986 13
all-meshes-CVIU11-pattern5-target290 82 0.0722674 262 0.0168612 13
all-meshes-CVIU11-pattern5-target291 82 0.0722674 3682 0.00145653 13
all-meshes-CVIU11-pattern5-target292 82 0.0722674 1558 0.00205293 13
all-meshes-CVIU11-pattern5-target293 82 0.0722674 383 0.00777138 13
all-meshes-CVIU11-pattern5-target294 82 0.0722674 1929 0.0029542 13
all-meshes-CVIU11-pattern5-target295 82 0.0722674 1434 0.00387801 13
all-meshes-CVIU11-pattern5-target296 82 0.0722674 421 0.0098801 13
all-meshes-CVIU11-pattern5-target297 82 0.0722674 1945 0.00205365 13
all-meshes-CVIU11-pattern5-target298 82 0.0722674 995 0.00574401 13
all-meshes-CVIU11-pattern5-target299 82 0.0722674 208 0.0118915 13
all-meshes-CVIU11-pattern5-target3 82 0.0722674 400 0.0129887 13
all-meshes-CVIU11-pattern5-target30 82 0.0722674 1809 0.0022023 13
all-meshes-CVIU11-pattern5-target300 82 0.0722674 1387 0.00155744 13
all-meshes-CVIU11-pattern5-target303 82 0.0722674 2040 0.00213051 13
all-meshes-CVIU11-pattern5-target304 82 0.0722674 855 0.00278839 13
all-meshes-CVIU11-pattern5-target305 82 0.0722674 844 0.00451867 13
all-meshes-CVIU11-pattern5-target306 82 0.0722674 5254 0.00103006 13
all-meshes-CVIU11-pattern5-target307 82 0.0722674 618 0.00501959 13
all-meshes-CVIU11-pattern5-target308 82 0.0722674 5168 0.00114537 13
all-meshes-CVIU11-pattern5-target309 82 0.0722674 1578 0.00254651 13
all-meshes-CVIU11-pattern5-target31 82 0.0722674 1491 0.00271922 13
all-meshes-CVIU11-pattern5-target310 82 0.0722674 1380 0.0019942 13
all-meshes-CVIU11-pattern5-target311 82 0.0722674 4127 0.00141796 13
all-meshes-CVIU11-pattern5-target312 82 0.0722674 418 0.0123174 13
all-meshes-CVIU11-pattern5-target313 82 0.0722674 2559 0.00193968 13
all-meshes-CVIU11-pattern5-target314 82 0.0722674 5183 0.000944326 13
all-meshes-CVIU11-pattern5-target315 82 0.0722674 415 0.00878296 13
all-meshes-CVIU11-pattern5-target316 82 0.0722674 1022 0.00427519 13
all-meshes-CVIU11-pattern5-target317 82 0.0722674 485 0.00860953 13
all-meshes-CVIU11-pattern5-target318 82 0.0722674 4127 0.00141796 13
all-meshes-CVIU11-pattern5-target319 82 0.0722674 411 0.0101774 13
all-meshes-CVIU11-pattern5-target32 82 0.0722674 1383 0.00294511 13
all-meshes-CVIU11-pattern5-target320 82 0.0722674 625 0.00672564 13
all-meshes-CVIU11-pattern5-target321 82 0.0722674 1809 0.00189135 13
all-meshes-CVIU11-pattern5-target322 82 0.0722674 4985 0.000769846 13
all-meshes-CVIU11-pattern5-target323 82 0.0722674 980 0.00597757 13
all-meshes-CVIU11-pattern5-target324 82 0.0722674 847 0.006714 13
all-meshes-CVIU11-pattern5-target325 82 0.0722674 284 0.0198452 13
all-meshes-CVIU11-pattern5-target326 82 0.0722674 1888 0.00305811 13
all-meshes-CVIU11-pattern5-target327 82 0.0722674 2328 0.00140588 13
all-meshes-CVIU11-pattern5-target328 82 0.0722674 1974 0.00300845 13
all-meshes-CVIU11-pattern5-target329 82 0.0722674 1588 0.00373588 13
all-meshes-CVIU11-pattern5-target33 82 0.0722674 1467 0.0032651 13
all-meshes-CVIU11-pattern5-target330 82 0.0722674 642 0.00762292 13
all-meshes-CVIU11-pattern5-target331 82 0.0722674 5485 0.000977901 13
all-meshes-CVIU11-pattern5-target332 82 0.0722674 1273 0.00231217 13
